module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:rssUsage	module:output:0:vmUsage
2097152	1	1000	20	5	0.745629	1425331586.970869	1425331586.225223	740	0
131072	4	50000	20	5	0.255184	1425333754.8402	1425333754.584999	972	232
131072	4	50000	20	5	0.218745	1425336543.921838	1425336543.703077	740	0
131072	4	50000	20	5	0.25484	1425339341.201341	1425339340.946484	972	232
16777216	4	5000	20	5	0.22105	1425332408.705523	1425332408.484457	740	0
16777216	4	5000	20	5	0.219194	1425335199.694171	1425335199.474961	740	0
16777216	4	5000	20	5	0.218025	1425337996.566471	1425337996.34843	740	0
1048576	4	500	20	5	0.218539	1425331474.922424	1425331474.703869	740	0
1048576	4	500	20	5	0.254961	1425334272.344079	1425334272.089102	968	228
1048576	4	500	20	5	0.218802	1425337061.562196	1425337061.343379	740	0
16777216	4	10000	30	5	0.334895	1425333086.866007	1425333086.531096	2124	1384
2097152	1	1000	20	5	0.758032	1425334384.128545	1425334383.370403	-3100	0
16777216	4	10000	30	5	0.336579	1425335875.668129	1425335875.331534	2124	1384
16777216	4	10000	30	5	0.337694	1425338672.167294	1425338671.829585	2124	1384
2097152	4	1000	30	5	0.395002	1425331827.624569	1425331827.229551	2124	1384
2097152	4	1000	30	5	0.33516	1425334624.836794	1425334624.501618	2124	1384
2097152	4	1000	30	5	0.337345	1425337413.987498	1425337413.650136	2124	1384
262144	4	100	30	5	0.334814	1425331267.421538	1425331267.086707	2124	1384
262144	4	100	30	5	0.337382	1425334065.084273	1425334064.746875	2124	1384
262144	4	100	30	5	0.409325	1425336854.375872	1425336853.966434	-1100	1384
131072	4	50000	30	5	0.337423	1425333757.053531	1425333756.716091	2124	1384
131072	4	50000	30	5	0.337015	1425336546.131259	1425336545.794228	2124	1384
2097152	1	1000	20	5	0.747203	1425337173.182041	1425337172.434821	740	0
131072	4	50000	30	5	0.33778	1425339343.422441	1425339343.084644	2124	1384
8388608	4	5000	30	5	0.335012	1425332410.914907	1425332410.579879	2124	1384
8388608	4	5000	30	5	0.338271	1425335201.903689	1425335201.565402	2124	1384
8388608	4	5000	30	5	0.338175	1425337998.786818	1425337998.448626	2124	1384
1048576	4	500	30	5	0.335357	1425331477.119099	1425331476.783727	2124	1384
1048576	4	500	30	5	0.337376	1425334274.548193	1425334274.2108	2124	1384
1048576	4	500	30	5	0.337361	1425337063.77857	1425337063.441193	2124	1384
16777216	4	10000	40	5	0.405564	1425333089.303703	1425333088.898122	968	228
16777216	4	10000	40	5	0.479795	1425335878.169621	1425335877.689808	2380	1640
16777216	4	10000	40	5	0.409097	1425338674.635504	1425338674.22639	968	228
262144	1	100	20	5	0.752924	1425331206.929718	1425331206.17677	740	0
2097152	4	1000	40	5	0.479656	1425331830.135186	1425331829.655513	2380	1640
2097152	4	1000	40	5	0.476787	1425334627.342605	1425334626.865802	2380	1640
2097152	4	1000	40	5	0.479912	1425337416.502735	1425337416.022807	2380	1640
131072	4	100	40	5	0.422652	1425331269.86418	1425331269.441413	-2876	228
131072	4	100	40	5	0.408999	1425334067.53149	1425334067.122476	968	228
131072	4	100	40	5	0.40894	1425336856.794494	1425336856.385536	968	228
131072	4	50000	40	5	0.480356	1425333759.593943	1425333759.11357	2380	1640
131072	4	50000	40	5	0.48079	1425336548.644936	1425336548.16413	2380	1640
131072	4	50000	40	5	0.480536	1425339345.929499	1425339345.448947	2380	1640
8388608	4	5000	40	5	0.406156	1425332413.35836	1425332412.952188	968	228
262144	1	100	20	5	0.74621	1425334004.419689	1425334003.673462	2364	0
8388608	4	5000	40	5	0.40917	1425335204.357545	1425335203.94836	968	228
8388608	4	5000	40	5	0.405796	1425338001.222671	1425338000.816858	968	228
1048576	4	500	40	5	0.480126	1425331479.629625	1425331479.149483	2380	1640
1048576	4	500	40	5	0.479865	1425334277.08626	1425334276.606379	2380	1640
1048576	4	500	40	5	0.479872	1425337066.299192	1425337065.819305	2380	1640
1048576	4	10000	500	5	4.952746	1425333135.524017	1425333130.571255	2360	0
1048576	4	10000	500	5	4.950258	1425335924.506358	1425335919.556083	2360	0
1048576	4	10000	500	5	4.955593	1425338720.805885	1425338715.850275	2360	0
131072	4	1000	500	5	4.94946	1425331876.77413	1425331871.824653	2360	0
131072	4	1000	500	5	5.83496	1425334674.42085	1425334668.585874	1120	232
262144	1	100	20	5	0.746375	1425336793.938706	1425336793.192314	740	0
131072	4	1000	500	5	4.951355	1425337462.946007	1425337457.994636	2360	0
131072	4	50000	500	5	4.945214	1425333805.943805	1425333800.998574	2360	0
131072	4	50000	500	5	5.831372	1425336595.822981	1425336589.991593	2592	232
131072	4	50000	500	5	5.838208	1425339393.068294	1425339387.230069	2592	232
524288	4	5000	500	5	5.827175	1425332460.931043	1425332455.103852	2592	232
524288	4	5000	500	5	5.840351	1425335251.806548	1425335245.96618	2592	232
524288	4	5000	500	5	5.837932	1425338048.214395	1425338042.376447	2592	232
16777216	4	10000	50	5	0.61509	1425333092.198932	1425333091.583824	968	228
16777216	4	10000	50	5	0.614893	1425335881.075321	1425335880.460411	968	228
16777216	4	10000	50	5	0.611052	1425338677.537498	1425338676.92643	968	228
131072	1	50000	20	5	0.748208	1425333334.808126	1425333334.059901	740	0
1048576	4	1000	50	5	0.614559	1425331833.031073	1425331832.416498	968	228
1048576	4	1000	50	5	0.5351590000000001	1425334630.181568	1425334629.646299	-2872	228
1048576	4	1000	50	5	0.523571	1425337419.360278	1425337418.836692	968	228
131072	4	100	50	5	0.5228159999999999	1425331272.665711	1425331272.142878	968	228
131072	4	100	50	5	0.523435	1425334070.350975	1425334069.827523	2616	228
131072	4	100	50	5	0.5374100000000001	1425336859.622396	1425336859.084871	-2872	228
131072	4	50000	50	5	0.615224	1425333762.478052	1425333761.862811	972	232
131072	4	50000	50	5	0.524042	1425336551.498863	1425336550.974804	972	232
131072	4	50000	50	5	0.523532	1425339348.741138	1425339348.217589	972	232
8388608	4	5000	50	5	0.522519	1425332416.161933	1425332415.639397	968	228
131072	1	50000	20	5	0.749626	1425336123.232211	1425336122.482568	740	0
8388608	4	5000	50	5	0.522684	1425335207.158498	1425335206.635798	968	228
8388608	4	5000	50	5	0.523232	1425338004.068473	1425338003.545225	968	228
524288	4	500	50	5	0.615072	1425331482.541667	1425331481.926578	968	228
524288	4	500	50	5	0.628077	1425334280.006035	1425334279.377848	-2876	228
524288	4	500	50	5	0.617143	1425337069.208735	1425337068.591577	968	228
8388608	4	10000	60	5	0.704809	1425333095.361242	1425333094.656417	968	228
8388608	4	10000	60	5	0.599768	1425335884.137067	1425335883.537283	968	228
8388608	4	10000	60	5	0.60056	1425338680.605828	1425338680.005251	2596	228
1048576	4	1000	60	5	0.599815	1425331836.07334	1425331835.473508	968	228
1048576	4	1000	60	5	0.70599	1425334633.317293	1425334632.611287	968	228
131072	1	50000	1000	5	42.541532	1425339209.870438	1425339167.328889	3068	752
131072	1	50000	20	5	0.7482259999999999	1425338918.048782	1425338917.30054	740	0
1048576	4	1000	60	5	0.705086	1425337422.554619	1425337421.849517	968	228
131072	4	100	60	5	0.705362	1425331275.82546	1425331275.120082	968	228
131072	4	100	60	5	0.612081	1425334073.41103	1425334072.798834	-2908	228
131072	4	100	60	5	0.705165	1425336862.802915	1425336862.097733	968	228
131072	4	50000	60	5	0.7022929999999999	1425333765.649843	1425333764.947533	972	232
131072	4	50000	60	5	0.600204	1425336554.573731	1425336553.97351	972	232
131072	4	50000	60	5	0.707116	1425339351.927232	1425339351.220099	2628	232
4194304	4	5000	60	5	0.704616	1425332419.367751	1425332418.663114	968	228
4194304	4	5000	60	5	0.611946	1425335210.257154	1425335209.645097	-2872	228
4194304	4	5000	60	5	0.610913	1425338007.145875	1425338006.534851	-2872	228
16777216	1	5000	20	5	0.7595	1425331983.303322	1425331982.54371	-3100	0
524288	4	500	60	5	0.701306	1425331485.691709	1425331484.990387	968	228
524288	4	500	60	5	0.599222	1425334283.062776	1425334282.463537	968	228
524288	4	500	60	5	0.6102070000000001	1425337072.292792	1425337071.682466	-2876	228
8388608	4	10000	70	5	0.721123	1425333098.807362	1425333098.086223	5320	4708
8388608	4	10000	70	5	0.72066	1425335887.569634	1425335886.848958	5320	4708
8388608	4	10000	70	5	0.7210569999999999	1425338684.033676	1425338683.312602	5320	4708
1048576	4	1000	70	5	0.84733	1425331839.650409	1425331838.803063	968	228
1048576	4	1000	70	5	0.720583	1425334636.765354	1425334636.044755	5320	4708
1048576	4	1000	70	5	0.72199	1425337425.995512	1425337425.273505	5320	4708
131072	4	50000	70	5	0.84697	1425333769.209394	1425333768.362407	972	232
16777216	1	5000	20	5	0.834539	1425334781.656293	1425334780.821737	968	228
131072	4	50000	70	5	0.720996	1425336558.013349	1425336557.292337	5324	4712
131072	4	50000	70	5	0.721811	1425339355.367542	1425339354.645714	5324	4712
4194304	4	5000	70	5	0.846494	1425332422.937534	1425332422.091024	968	228
4194304	4	5000	70	5	0.847127	1425335213.805458	1425335212.958315	968	228
4194304	4	5000	70	5	0.84901	1425338010.70381	1425338009.854784	2616	228
524288	4	500	70	5	0.72071	1425331489.130734	1425331488.410008	6948	4708
524288	4	500	70	5	0.846229	1425334286.621259	1425334285.775014	968	228
524288	4	500	70	5	0.720258	1425337075.721521	1425337075.001247	5320	4708
8388608	4	10000	80	5	0.795037	1425333102.471316	1425333101.676264	5576	4964
8388608	4	10000	80	5	0.936528	1425335891.414197	1425335890.477653	2592	228
16777216	1	5000	20	5	0.840112	1425337570.047798	1425337569.207565	-2872	228
8388608	4	10000	80	5	0.936211	1425338687.854497	1425338686.918269	968	228
1048576	4	1000	80	5	0.935624	1425331843.448239	1425331842.512598	968	228
1048576	4	1000	80	5	0.805852	1425334640.446094	1425334639.640131	1736	4964
1048576	4	1000	80	5	0.949026	1425337429.8372	1425337428.888056	-2908	228
131072	4	50000	80	5	0.9414130000000001	1425333773.030767	1425333772.089337	972	232
131072	4	50000	80	5	0.938335	1425336561.824694	1425336560.886342	972	232
131072	4	50000	80	5	0.797495	1425339359.076008	1425339358.278496	5580	4968
4194304	4	5000	80	5	0.7960739999999999	1425332426.601429	1425332425.805339	5576	4964
4194304	4	5000	80	5	0.936298	1425335217.628006	1425335216.691691	968	228
4194304	4	5000	80	5	0.794704	1425338014.359507	1425338013.564787	5576	4964
1048576	1	500	20	5	0.827341	1425331326.596878	1425331325.769521	968	228
524288	4	500	80	5	0.94782	1425331492.973356	1425331492.025425	-2908	228
524288	4	500	80	5	0.807318	1425334290.311213	1425334289.503788	1732	4964
524288	4	500	80	5	0.948587	1425337079.554878	1425337078.606163	-2908	228
8388608	4	10000	90	5	0.903597	1425333106.496196	1425333105.592583	5960	5348
8388608	4	10000	90	5	1.064809	1425335895.583271	1425335894.518446	968	228
8388608	4	10000	90	5	0.903756	1425338691.907812	1425338691.00404	5960	5348
524288	4	1000	90	5	0.903887	1425331847.483615	1425331846.57971	5960	5348
524288	4	1000	90	5	0.902691	1425334644.457707	1425334643.554999	5960	5348
524288	4	1000	90	5	0.902537	1425337433.853925	1425337432.95137	5960	5348
131072	4	50000	90	5	0.902928	1425333777.079759	1425333776.17681	7592	5352
1048576	1	500	20	5	0.825884	1425334124.553996	1425334123.728095	2592	228
131072	4	50000	90	5	0.903179	1425336565.850816	1425336564.94762	5964	5352
131072	4	50000	90	5	0.90345	1425339363.107352	1425339362.203886	5964	5352
4194304	4	5000	90	5	1.064925	1425332430.816659	1425332429.751718	2616	228
4194304	4	5000	90	5	1.063951	1425335221.815513	1425335220.751545	968	228
4194304	4	5000	90	5	1.064929	1425338018.56259	1425338017.497643	968	228
262144	4	500	90	5	1.066995	1425331497.150976	1425331496.083965	968	228
262144	4	500	90	5	0.9177380000000001	1425334294.347707	1425334293.429858	2120	5348
262144	4	500	90	5	1.066895	1425337083.733448	1425337082.666537	968	228
524288	6	10000	1000	5	11.027769	1425333252.086331	1425333241.058546	2596	236
524288	6	10000	1000	5	9.266906000000001	1425336038.130585	1425336028.863662	2360	0
1048576	1	500	20	5	0.745662	1425336913.61381	1425336912.868131	740	0
524288	6	10000	1000	5	9.267917000000001	1425338834.753753	1425338825.485815	740	0
131072	6	50000	1000	5	9.268212	1425333919.942634	1425333910.674406	2360	0
131072	6	50000	1000	5	9.256380999999999	1425336710.685043	1425336701.428645	2360	0
131072	6	50000	1000	5	9.276229000000001	1425339507.03372	1425339497.757475	2360	0
262144	6	5000	1000	5	9.263325999999999	1425332575.166821	1425332565.903478	2360	0
262144	6	5000	1000	5	11.031816	1425335367.227502	1425335356.19567	2596	236
262144	6	5000	1000	5	11.015069	1425338163.409364	1425338152.394277	2596	236
8388608	6	10000	100	5	1.126207	1425333195.851186	1425333194.724963	2504	1764
8388608	6	10000	100	5	0.946836	1425335984.486429	1425335983.539577	968	228
8388608	6	10000	100	5	1.127227	1425338781.100103	1425338779.972859	4152	1764
16777216	1	10000	30	5	1.194167	1425332664.070396	1425332662.876214	972	232
524288	6	1000	100	5	1.12626	1425331904.68056	1425331903.554284	2504	1764
524288	6	1000	100	5	0.946581	1425334702.532259	1425334701.585661	968	228
524288	6	1000	100	5	1.127254	1425337491.464188	1425337490.336918	4132	1764
131072	6	50000	100	5	1.126707	1425333865.968405	1425333864.841681	2508	1768
131072	6	50000	100	5	1.12629	1425336655.866914	1425336654.740607	2508	1768
131072	6	50000	100	5	0.947664	1425339453.031213	1425339452.083532	972	232
4194304	6	5000	100	5	1.126181	1425332521.196984	1425332520.070787	4152	1764
4194304	6	5000	100	5	1.126487	1425335311.884641	1425335310.758138	4124	1764
4194304	6	5000	100	5	0.947145	1425338108.000138	1425338107.052976	968	228
262144	6	500	100	5	1.126578	1425331538.29102	1425331537.164426	2508	1768
16777216	1	10000	30	5	1.074681	1425335454.081149	1425335453.00645	740	0
262144	6	500	100	5	1.127386	1425334335.379255	1425334334.251853	4136	1768
262144	6	500	100	5	1.126631	1425337124.850805	1425337123.724158	2508	1768
4194304	6	10000	200	5	1.81781	1425333202.822736	1425333201.00491	7420	5180
4194304	6	10000	200	5	1.817854	1425335991.463648	1425335989.645778	7440	5180
4194304	6	10000	200	5	1.818468	1425338788.069641	1425338786.251156	5792	5180
262144	6	1000	200	5	2.163694	1425331912.016243	1425331909.852532	2592	228
262144	6	1000	200	5	1.829565	1425334709.505649	1425334707.675974	1948	5180
262144	6	1000	200	5	1.817171	1425337498.413097	1425337496.595909	7412	5180
131072	6	50000	200	5	2.165351	1425333873.314448	1425333871.14908	2600	232
131072	6	50000	200	5	2.163678	1425336663.205344	1425336661.04165	2596	232
16777216	1	10000	30	5	1.08825	1425338250.152295	1425338249.063932	-3100	0
131072	6	50000	200	5	2.165791	1425339460.36502	1425339458.199213	2592	232
2097152	6	5000	200	5	2.171759	1425332528.507952	1425332526.336084	-2908	228
2097152	6	5000	200	5	1.828837	1425335318.833478	1425335317.00453	1916	5180
2097152	6	5000	200	5	1.826127	1425338114.977304	1425338113.151067	1916	5180
131072	6	500	200	5	2.163789	1425331545.612165	1425331543.44836	2616	228
131072	6	500	200	5	2.165318	1425334342.678662	1425334340.513328	2588	228
131072	6	500	200	5	1.818123	1425337131.831924	1425337130.013784	7440	5180
33554432	6	10000	20	5	0.177432	1425333170.292786	1425333170.115338	740	0
33554432	6	10000	20	5	0.211315	1425335959.354923	1425335959.143592	972	232
33554432	6	10000	20	5	0.178161	1425338755.649353	1425338755.471177	740	0
262144	1	5000	1000	5	46.087796	1425332278.242954	1425332232.155141	3064	748
2097152	1	1000	30	5	1.194854	1425331591.641525	1425331590.446655	2596	232
2097152	6	1000	20	5	0.177232	1425331879.575168	1425331879.397922	740	0
2097152	6	1000	20	5	0.178357	1425334677.239849	1425334677.061476	740	0
2097152	6	1000	20	5	0.211041	1425337465.884704	1425337465.673647	972	232
262144	6	100	20	5	0.211295	1425331285.345879	1425331285.134568	972	232
262144	6	100	20	5	0.178131	1425334082.906771	1425334082.728624	740	0
262144	6	100	20	5	0.211241	1425336872.332089	1425336872.120832	972	232
131072	6	50000	20	5	0.178634	1425333840.722715	1425333840.544066	740	0
131072	6	50000	20	5	0.177815	1425336630.579319	1425336630.401488	740	0
131072	6	50000	20	5	0.177874	1425339427.876127	1425339427.698236	740	0
16777216	6	5000	20	5	0.177539	1425332495.703826	1425332495.526272	740	0
2097152	1	1000	30	5	1.088119	1425334388.65168	1425334387.563452	-3136	0
16777216	6	5000	20	5	0.177798	1425335286.595918	1425335286.418104	740	0
16777216	6	5000	20	5	0.17745	1425338083.014487	1425338082.837021	740	0
1048576	6	500	20	5	0.211728	1425331512.865064	1425331512.65332	972	232
1048576	6	500	20	5	0.178064	1425334310.027753	1425334309.849668	740	0
1048576	6	500	20	5	0.212776	1425337099.477297	1425337099.264505	972	232
16777216	6	10000	30	5	0.343514	1425333172.419456	1425333172.075926	972	232
16777216	6	10000	30	5	0.287275	1425335961.425117	1425335961.137826	740	0
16777216	6	10000	30	5	0.289097	1425338757.732296	1425338757.443183	740	0
2097152	6	1000	30	5	0.288766	1425331881.637305	1425331881.348523	740	0
2097152	6	1000	30	5	0.288846	1425334679.309967	1425334679.021104	740	0
2097152	1	1000	30	5	1.19155	1425337177.862324	1425337176.670759	972	232
2097152	6	1000	30	5	0.343422	1425337468.011753	1425337467.668311	972	232
262144	6	100	30	5	0.344057	1425331287.495957	1425331287.151884	972	232
262144	6	100	30	5	0.287624	1425334084.985401	1425334084.697761	740	0
262144	6	100	30	5	0.289459	1425336874.417211	1425336874.127736	740	0
131072	6	50000	30	5	0.288373	1425333842.789637	1425333842.501248	740	0
131072	6	50000	30	5	0.343971	1425336632.734873	1425336632.390885	976	236
131072	6	50000	30	5	0.2888	1425339429.967285	1425339429.678468	740	0
8388608	6	5000	30	5	0.28758	1425332497.769526	1425332497.481929	740	0
8388608	6	5000	30	5	0.341887	1425335288.717301	1425335288.375398	972	232
8388608	6	5000	30	5	0.341748	1425338085.131641	1425338084.789877	972	232
262144	1	100	30	5	1.196922	1425331211.600074	1425331210.403135	2596	232
1048576	6	500	30	5	0.288754	1425331514.962362	1425331514.673591	740	0
1048576	6	500	30	5	0.288988	1425334312.102802	1425334311.813797	740	0
1048576	6	500	30	5	0.343474	1425337101.620933	1425337101.277443	972	232
16777216	6	10000	40	5	0.484238	1425333174.951128	1425333174.466873	1652	912
16777216	6	10000	40	5	0.408281	1425335963.860834	1425335963.452537	1652	912
16777216	6	10000	40	5	0.408038	1425338760.189705	1425338759.781651	1652	912
2097152	6	1000	40	5	0.407801	1425331884.060885	1425331883.653068	1652	912
2097152	6	1000	40	5	0.408115	1425334681.755817	1425334681.347685	1652	912
2097152	6	1000	40	5	0.484201	1425337470.546729	1425337470.062512	1652	912
131072	6	100	40	5	0.420507	1425331289.959464	1425331289.538846	-2192	912
262144	1	100	30	5	1.077022	1425334008.93971	1425334007.862672	740	0
131072	6	100	40	5	0.480782	1425334087.508103	1425334087.027306	1652	912
131072	6	100	40	5	0.484086	1425336876.923206	1425336876.439104	1652	912
131072	6	50000	40	5	0.404823	1425333845.239897	1425333844.835058	1652	912
131072	6	50000	40	5	0.404903	1425336635.177956	1425336634.773037	1652	912
131072	6	50000	40	5	0.408261	1425339432.410326	1425339432.002048	1652	912
8388608	6	5000	40	5	0.484176	1425332500.287639	1425332499.803447	1652	912
8388608	6	5000	40	5	0.480376	1425335291.268525	1425335290.788133	1652	912
8388608	6	5000	40	5	0.40838	1425338087.582986	1425338087.17459	1652	912
1048576	6	500	40	5	0.496209	1425331517.513245	1425331517.016926	-2192	912
1048576	6	500	40	5	0.408282	1425334314.546071	1425334314.137773	1652	912
262144	1	100	30	5	1.192236	1425336798.595999	1425336797.403746	972	232
1048576	6	500	40	5	0.408091	1425337104.08708	1425337103.678973	1652	912
1048576	6	10000	500	5	5.431789	1425333219.457478	1425333214.025672	2596	232
1048576	6	10000	500	5	4.566877	1425336007.260667	1425336002.693774	2360	0
1048576	6	10000	500	5	4.568	1425338803.880394	1425338799.312377	2368	0
131072	6	1000	500	5	5.427916	1425331928.645157	1425331923.217225	2596	232
131072	6	1000	500	5	4.56488	1425334725.25855	1425334720.693654	2360	0
131072	6	1000	500	5	5.458103	1425337515.05702	1425337509.5989	2596	232
131072	6	50000	500	5	4.560159	1425333889.078689	1425333884.518514	2360	0
131072	6	50000	500	5	5.42252	1425336679.826375	1425336674.403838	2596	232
131072	6	50000	500	5	4.562019	1425339476.126545	1425339471.56451	2360	0
131072	1	50000	30	5	1.082599	1425333339.382888	1425333338.300272	740	0
524288	6	5000	500	5	4.56285	1425332544.257088	1425332539.694222	2360	0
524288	6	5000	500	5	4.564639	1425335334.591325	1425335330.02667	2360	0
524288	6	5000	500	5	4.567117	1425338130.782038	1425338126.214905	2360	0
16777216	6	10000	50	5	0.544975	1425333177.661704	1425333177.116712	1740	1000
16777216	6	10000	50	5	0.459007	1425335966.459753	1425335966.000725	1740	1000
16777216	6	10000	50	5	0.562791	1425338763.018495	1425338762.455584	-2104	1000
1048576	6	1000	50	5	0.461245	1425331886.685476	1425331886.224215	1740	1000
1048576	6	1000	50	5	0.461212	1425334684.384189	1425334683.922961	1740	1000
1048576	6	1000	50	5	0.460819	1425337473.193143	1425337472.732307	1740	1000
131072	6	100	50	5	0.46084	1425331292.549455	1425331292.088599	1740	1000
131072	1	50000	30	5	1.080687	1425336127.784753	1425336126.704043	740	0
131072	6	100	50	5	0.560418	1425334090.195985	1425334089.635452	-2100	1000
131072	6	100	50	5	0.562458	1425336879.65608	1425336879.093511	-2104	1000
131072	6	50000	50	5	0.460608	1425333847.835723	1425333847.375099	1740	1000
131072	6	50000	50	5	0.460328	1425336637.788675	1425336637.32833	1740	1000
131072	6	50000	50	5	0.548076	1425339435.111918	1425339434.563825	1740	1000
8388608	6	5000	50	5	0.461215	1425332502.889724	1425332502.428493	1740	1000
8388608	6	5000	50	5	0.460927	1425335293.877586	1425335293.416643	1740	1000
8388608	6	5000	50	5	0.5475100000000001	1425338090.308275	1425338089.76075	1740	1000
524288	6	500	50	5	0.474636	1425331520.12786	1425331519.653113	-2100	1000
524288	6	500	50	5	0.457444	1425334317.158979	1425334316.701519	1740	1000
131072	1	50000	30	5	1.080564	1425338922.597335	1425338921.516754	740	0
524288	6	500	50	5	0.461327	1425337106.713289	1425337106.251945	1740	1000
8388608	6	10000	60	5	0.674106	1425333180.716725	1425333180.042604	1908	1168
8388608	6	10000	60	5	0.566393	1425335969.417437	1425335968.851028	1908	1168
8388608	6	10000	60	5	0.566918	1425338765.97229	1425338765.405356	1908	1168
1048576	6	1000	60	5	0.566334	1425331889.627599	1425331889.061249	1908	1168
1048576	6	1000	60	5	0.674376	1425334687.437917	1425334686.763524	1908	1168
1048576	6	1000	60	5	0.5668260000000001	1425337476.169608	1425337475.602766	1908	1168
131072	6	100	60	5	0.561734	1425331295.501601	1425331294.939851	1908	1168
131072	6	100	60	5	0.674455	1425334093.234274	1425334092.559803	1908	1168
131072	6	100	60	5	0.673976	1425336882.721397	1425336882.047404	1908	1168
8388608	1	5000	30	5	1.075862	1425331987.821698	1425331986.74582	740	0
131072	6	50000	60	5	0.673959	1425333850.884452	1425333850.210476	1908	1168
131072	6	50000	60	5	0.566293	1425336640.729315	1425336640.163005	1908	1168
131072	6	50000	60	5	0.566731	1425339438.073509	1425339437.506762	1908	1168
4194304	6	5000	60	5	0.6742629999999999	1425332505.965011	1425332505.29073	1908	1168
4194304	6	5000	60	5	0.5668800000000001	1425335296.836166	1425335296.269269	1908	1168
4194304	6	5000	60	5	0.566972	1425338093.256796	1425338092.689808	1908	1168
524288	6	500	60	5	0.687649	1425331523.189657	1425331522.501897	-1936	1168
524288	6	500	60	5	0.579088	1425334320.135442	1425334319.556243	-1936	1168
524288	6	500	60	5	0.579549	1425337109.717289	1425337109.137624	-1936	1168
8388608	6	10000	70	5	0.675325	1425333184.043438	1425333183.368097	2080	1340
262144	1	5000	1000	5	42.589562	1425335070.311737	1425335027.722158	3064	748
8388608	1	5000	30	5	1.076307	1425334786.185578	1425334785.109255	740	0
8388608	6	10000	70	5	0.803799	1425335972.838664	1425335972.03485	2080	1340
8388608	6	10000	70	5	0.675545	1425338769.279445	1425338768.603884	2080	1340
1048576	6	1000	70	5	0.6812319999999999	1425331892.932408	1425331892.251066	-1796	1340
1048576	6	1000	70	5	0.803718	1425334690.901262	1425334690.097527	3708	1340
1048576	6	1000	70	5	0.6829499999999999	1425337479.487992	1425337478.804931	-1796	1340
131072	6	50000	70	5	0.6881930000000001	1425333854.198987	1425333853.510684	-1764	1340
131072	6	50000	70	5	0.804013	1425336644.207978	1425336643.403948	2080	1340
131072	6	50000	70	5	0.676225	1425339441.37947	1425339440.703228	2080	1340
4194304	6	5000	70	5	0.674983	1425332509.251926	1425332508.576926	2080	1340
4194304	6	5000	70	5	0.815161	1425335300.274301	1425335299.459027	-1764	1340
8388608	1	5000	30	5	1.086009	1425337574.595579	1425337573.509454	-3136	0
4194304	6	5000	70	5	0.67543	1425338096.554632	1425338095.879186	2080	1340
524288	6	500	70	5	0.80363	1425331526.599841	1425331525.796194	2080	1340
524288	6	500	70	5	0.81758	1425334323.573079	1425334322.755387	-1796	1340
524288	6	500	70	5	0.803405	1425337113.154131	1425337112.35071	2080	1340
8388608	6	10000	80	5	0.728338	1425333187.506108	1425333186.777753	-1080	-1820
8388608	6	10000	80	5	0.728302	1425335976.316442	1425335975.588124	-1080	-1820
8388608	6	10000	80	5	0.728773	1425338772.761736	1425338772.032947	-1080	-1820
1048576	6	1000	80	5	0.727793	1425331896.384102	1425331895.656292	-1080	-1820
1048576	6	1000	80	5	0.728349	1425334694.364819	1425334693.636454	-1080	-1820
1048576	6	1000	80	5	0.867164	1425337483.087461	1425337482.220281	116	-624
1048576	1	500	30	5	1.075459	1425331331.160202	1425331330.084726	2368	0
131072	6	50000	80	5	0.72817	1425333857.654019	1425333856.925833	-1076	-1816
131072	6	50000	80	5	0.728178	1425336647.677874	1425336646.94968	-1076	-1816
131072	6	50000	80	5	0.72862	1425339444.84386	1425339444.115223	-1076	-1816
4194304	6	5000	80	5	0.866425	1425332512.863704	1425332511.997262	116	-624
4194304	6	5000	80	5	0.728457	1425335303.743192	1425335303.014719	-1080	-1820
4194304	6	5000	80	5	0.739441	1425338100.026574	1425338099.287021	-4924	-1820
524288	6	500	80	5	0.740275	1425331530.10832	1425331529.367935	-4924	-1820
524288	6	500	80	5	0.867548	1425334327.164044	1425334326.296479	116	-624
524288	6	500	80	5	0.729057	1425337116.682572	1425337115.953499	-1080	-1820
8388608	6	10000	90	5	0.9967510000000001	1425333191.492229	1425333190.495462	3964	1596
1048576	1	500	30	5	1.088265	1425334129.087198	1425334127.998821	-3100	0
8388608	6	10000	90	5	1.009491	1425335980.316239	1425335979.306636	-1508	1596
8388608	6	10000	90	5	0.996758	1425338776.74366	1425338775.746886	2336	1596
524288	6	1000	90	5	1.007922	1425331900.353748	1425331899.345711	-1508	1596
524288	6	1000	90	5	0.995932	1425334698.358139	1425334697.36219	2336	1596
524288	6	1000	90	5	0.9965850000000001	1425337487.064631	1425337486.06803	2336	1596
131072	6	50000	90	5	0.996924	1425333861.621475	1425333860.624534	2336	1596
131072	6	50000	90	5	0.837126	1425336651.498092	1425336650.660949	972	232
131072	6	50000	90	5	0.997282	1425339448.856566	1425339447.859267	2336	1596
4194304	6	5000	90	5	0.995744	1425332516.838302	1425332515.842542	2336	1596
4194304	6	5000	90	5	0.835946	1425335307.54183	1425335306.705867	968	228
1048576	1	500	30	5	1.191247	1425336918.275566	1425336917.084303	972	232
4194304	6	5000	90	5	0.836921	1425338103.83603	1425338102.999092	968	228
262144	6	500	90	5	0.837751	1425331533.957454	1425331533.119686	2616	228
