module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:blocked_mflop_median	module:output:0:unblocked_mflop_max
1048576	2	1000	80	5	0.000553	1425337358.817031	1425337358.816468	272.6349730996806	545.2699461993612
131072	2	50000	80	5	0.000122	1425333651.036654	1425333651.036525	273.1144411368843	546.2288822737686
131072	2	50000	80	5	0.000505	1425336437.720495	1425336437.719981	272.582591162294	545.165182324588
131072	2	50000	80	5	0.000539	1425339235.61272	1425339235.61217	271.9421217756063	543.8842435512125
4194304	2	5000	80	5	0.000505	1425332304.107308	1425332304.106794	273.5681991903761	547.1363983807522
4194304	2	5000	80	5	0.000552	1425335095.828816	1425335095.828254	272.6931237233688	545.3862474467377
4194304	2	5000	80	5	0.000516	1425337888.935357	1425337888.934832	272.9215710078196	545.8431420156392
524288	2	500	80	5	0.000514	1425331447.921362	1425331447.920839	272.727112751067	545.4542255021339
524288	2	500	80	5	0.000528	1425334245.374254	1425334245.373716	273.4312845541557	546.8625691083114
524288	2	500	80	5	0.000125	1425337034.570753	1425337034.570615	271.9774375583388	543.9548751166776
8388608	2	10000	90	5	0.000523	1425332985.162128	1425332985.161596	275.7314489626779	551.4628979253557
8388608	2	10000	90	5	0.000522	1425335773.805215	1425335773.804684	275.3902858703221	550.7805717406442
8388608	2	10000	90	5	0.000553	1425338569.326546	1425338569.325984	276.126458748307	552.2529174966139
524288	2	1000	90	5	0.000146	1425331777.957106	1425331777.956952	274.1269513899423	548.2539027798847
524288	2	1000	90	5	0.000129	1425334574.860305	1425334574.860169	275.7611084942608	551.5222169885216
524288	2	1000	90	5	0.000549	1425337364.336028	1425337364.335469	276.7652924802193	553.5305849604385
131072	2	50000	90	5	0.000555	1425333656.57293	1425333656.572366	277.0864398061662	554.1728796123324
131072	2	50000	90	5	0.000517	1425336443.25624	1425336443.255713	276.7600288960649	553.5200577921297
131072	2	50000	90	5	0.000123	1425339241.147066	1425339241.146936	276.2351422763846	552.4702845527693
4194304	2	5000	90	5	0.000147	1425332309.830299	1425332309.830144	276.355950686924	552.7119013738479
4194304	2	5000	90	5	0.00013	1425335101.342823	1425335101.342686	276.8125188815164	553.6250377630328
4194304	2	5000	90	5	0.000545	1425337894.44738	1425337894.446825	276.3579573377422	552.7159146754843
262144	2	500	90	5	0.000127	1425331453.437884	1425331453.437749	276.3145893002562	552.6291786005123
262144	2	500	90	5	0.000122	1425334251.089248	1425334251.089118	277.7041639323762	555.4083278647524
262144	2	500	90	5	0.000124	1425337040.318536	1425337040.318404	274.433781607432	548.867563214864
524288	4	10000	1000	5	0.000133	1425333168.56886	1425333168.56872	357.0274857848063	714.0549715696127
524288	4	10000	1000	5	0.000123	1425335957.570296	1425335957.570166	355.9437140862418	711.8874281724835
524288	4	10000	1000	5	0.000125	1425338753.86213	1425338753.861998	356.1810601844711	712.3621203689421
131072	4	50000	1000	5	0.000123	1425333838.974591	1425333838.97446	356.3187653191144	712.6375306382288
131072	4	50000	1000	5	0.000122	1425336628.844339	1425336628.844209	356.7957953434471	713.5915906868942
131072	4	50000	1000	5	0.000124	1425339426.115302	1425339426.115171	356.3673857625297	712.7347715250594
262144	4	5000	1000	5	0.000123	1425332493.953059	1425332493.952928	357.0399141320781	714.0798282641562
262144	4	5000	1000	5	0.000127	1425335284.83048	1425335284.830346	356.9976241892149	713.9952483784298
262144	4	5000	1000	5	0.000124	1425338081.289605	1425338081.289474	356.7007176619263	713.4014353238526
8388608	4	10000	100	5	0.000126	1425333110.792392	1425333110.792259	347.9986972028734	695.9973944057467
8388608	4	10000	100	5	0.000147	1425335900.118134	1425335900.117979	348.3475377922192	696.6950755844383
8388608	4	10000	100	5	0.000536	1425338696.421924	1425338696.421378	348.211402393845	696.42280478769
524288	4	1000	100	5	0.000126	1425331852.009869	1425331852.009735	348.5151502723112	697.0303005446225
524288	4	1000	100	5	0.0005240000000000001	1425334648.795986	1425334648.795452	348.5412230912855	697.0824461825709
524288	4	1000	100	5	0.00056	1425337438.186116	1425337438.185546	348.7694161404783	697.5388322809565
131072	4	50000	100	5	0.000126	1425333781.575572	1425333781.575439	347.4949741841935	694.989948368387
131072	4	50000	100	5	0.00013	1425336570.185829	1425336570.185692	347.7061841953636	695.4123683907272
131072	4	50000	100	5	0.000535	1425339367.442667	1425339367.442122	347.8740604101675	695.748120820335
4194304	4	5000	100	5	0.00052	1425332435.337519	1425332435.33699	348.0634731194642	696.1269462389283
4194304	4	5000	100	5	0.000519	1425335226.158269	1425335226.157744	348.0050855922038	696.0101711844076
4194304	4	5000	100	5	0.000523	1425338022.918295	1425338022.917762	347.93768888782	695.87537777564
262144	4	500	100	5	0.000124	1425331501.493123	1425331501.492992	347.5318789647295	695.0637579294589
262144	4	500	100	5	0.000522	1425334298.696958	1425334298.696428	347.6958484941245	695.391696988249
262144	4	500	100	5	0.000531	1425337088.072217	1425337088.071677	348.2078735557998	696.4157471115996
4194304	4	10000	200	5	0.000123	1425333118.551603	1425333118.551472	353.5834646812605	707.1669293625209
4194304	4	10000	200	5	0.000131	1425335907.533957	1425335907.533818	355.2626549959515	710.525309991903
4194304	4	10000	200	5	0.000124	1425338703.82759	1425338703.82746	354.948984984477	709.897969968954
262144	4	1000	200	5	0.000128	1425331859.776667	1425331859.776532	355.3492267967004	710.6984535934008
262144	4	1000	200	5	0.000123	1425334656.555529	1425334656.555399	355.820139037312	711.640278074624
262144	4	1000	200	5	0.000124	1425337445.948658	1425337445.948526	356.2968038541218	712.5936077082436
131072	4	50000	200	5	0.00013	1425333788.978801	1425333788.978664	354.2946462201559	708.5892924403119
131072	4	50000	200	5	0.000122	1425336577.957268	1425336577.957139	354.7827983551417	709.5655967102834
131072	4	50000	200	5	0.000124	1425339375.206517	1425339375.206386	354.2137223992467	708.4274447984934
2097152	4	5000	200	5	0.000124	1425332443.086603	1425332443.086472	354.7136665991337	709.4273331982673
2097152	4	5000	200	5	0.000123	1425335233.93699	1425335233.93686	355.0191255533897	710.0382511067794
2097152	4	5000	200	5	0.000154	1425338030.324855	1425338030.324695	353.5263933924221	707.0527867848442
131072	4	500	200	5	0.000127	1425331508.905136	1425331508.905002	355.1635052041644	710.3270104083288
131072	4	500	200	5	0.000123	1425334306.103027	1425334306.102897	355.934519027647	711.869038055294
131072	4	500	200	5	0.00013	1425337095.517858	1425337095.517721	355.5743500774365	711.1487001548729
33554432	4	10000	20	5	0.000124	1425333084.662526	1425333084.662394	364.661121723557	729.322243447114
33554432	4	10000	20	5	0.000124	1425335873.457986	1425335873.457855	363.029681869839	726.059363739678
33554432	4	10000	20	5	0.000124	1425338669.967714	1425338669.967582	365.3117419407999	730.6234838815998
2097152	4	1000	20	5	0.00013	1425331825.338785	1425331825.338649	364.6151693481102	729.2303386962203
2097152	4	1000	20	5	0.000123	1425334622.639921	1425334622.63979	364.8329410553001	729.6658821106001
2097152	4	1000	20	5	0.000125	1425337411.802406	1425337411.802273	364.2503802395845	728.500760479169
262144	4	100	20	5	0.000123	1425331265.228622	1425331265.228491	364.246760168158	728.493520336316
262144	4	100	20	5	0.000123	1425334062.863416	1425334062.863286	366.6908882783553	733.3817765567106
262144	4	100	20	5	0.000122	1425336852.090306	1425336852.090177	363.8116695705116	727.6233391410232
131072	4	50000	20	5	0.000123	1425333754.844196	1425333754.844065	363.8658485235377	727.7316970470754
131072	4	50000	20	5	0.000123	1425336543.926227	1425336543.926096	363.3680099990416	726.7360199980832
131072	4	50000	20	5	0.000124	1425339341.205606	1425339341.205476	364.6260517587756	729.2521035175513
16777216	4	5000	20	5	0.00013	1425332408.709842	1425332408.709704	364.6961984350901	729.3923968701802
16777216	4	5000	20	5	0.000124	1425335199.698421	1425335199.69829	363.2707661069812	726.5415322139625
16777216	4	5000	20	5	0.000123	1425337996.570258	1425337996.570128	366.6762137457939	733.3524274915877
1048576	4	500	20	5	0.000125	1425331474.92695	1425331474.926818	364.6453998706592	729.2907997413184
1048576	4	500	20	5	0.000123	1425334272.348477	1425334272.348346	364.3372835458474	728.6745670916947
1048576	4	500	20	5	0.000123	1425337061.566668	1425337061.566538	363.5638562081303	727.1277124162606
16777216	4	10000	30	5	0.000515	1425333086.8811	1425333086.880576	363.940370937542	727.880741875084
16777216	4	10000	30	5	0.00052	1425335875.688256	1425335875.687727	358.9106720204017	717.8213440408034
16777216	4	10000	30	5	0.000523	1425338672.188449	1425338672.187917	359.6370558894442	719.2741117788885
2097152	4	1000	30	5	0.000521	1425331827.639099	1425331827.638569	359.5356260725154	719.0712521450307
2097152	4	1000	30	5	0.000528	1425334624.854996	1425334624.854459	363.53951413714	727.0790282742801
2097152	4	1000	30	5	0.000525	1425337414.00829	1425337414.007755	359.5664899596738	719.1329799193477
262144	4	100	30	5	0.000539	1425331267.438252	1425331267.437704	363.9117627651374	727.8235255302749
262144	4	100	30	5	0.000517	1425334065.103018	1425334065.102492	358.6925973419675	717.385194683935
262144	4	100	30	5	0.000122	1425336854.380726	1425336854.380597	359.0769673179732	718.1539346359465
131072	4	50000	30	5	0.000503	1425333757.072711	1425333757.072199	358.9355698779689	717.8711397559379
131072	4	50000	30	5	0.000526	1425336546.149999	1425336546.149463	359.8224233026326	719.6448466052651
131072	4	50000	30	5	0.000544	1425339343.443261	1425339343.442707	359.3689057752538	718.7378115505076
8388608	4	5000	30	5	0.000513	1425332410.930801	1425332410.930279	363.1118064665912	726.2236129331825
8388608	4	5000	30	5	0.000519	1425335201.924222	1425335201.923694	359.3233967143254	718.6467934286508
8388608	4	5000	30	5	0.000514	1425337998.806332	1425337998.805808	358.7876979953214	717.5753959906428
1048576	4	500	30	5	0.000517	1425331477.136972	1425331477.136447	362.5438397754527	725.0876795509054
1048576	4	500	30	5	0.00054	1425334274.565055	1425334274.564506	359.2522201727218	718.5044403454436
1048576	4	500	30	5	0.000526	1425337063.800476	1425337063.799941	359.529747837592	719.0594956751841
16777216	4	10000	40	5	0.000512	1425333089.316916	1425333089.316394	365.655555037646	731.311110075292
16777216	4	10000	40	5	0.000525	1425335878.188208	1425335878.187674	361.8546468049676	723.7092936099351
16777216	4	10000	40	5	0.0005730000000000001	1425338674.656627	1425338674.656044	361.1290715767001	722.2581431534003
2097152	4	1000	40	5	0.000526	1425331830.15228	1425331830.151745	361.904670734746	723.809341469492
2097152	4	1000	40	5	0.000523	1425334627.360242	1425334627.35971	365.3093144670262	730.6186289340524
2097152	4	1000	40	5	0.0005330000000000001	1425337416.522274	1425337416.521731	361.4157446009266	722.8314892018533
131072	4	100	40	5	0.000128	1425331269.871662	1425331269.871527	360.9056281237537	721.8112562475075
131072	4	100	40	5	0.000505	1425334067.547837	1425334067.547322	361.12729242002	722.2545848400399
131072	4	100	40	5	0.000514	1425336856.813715	1425336856.813191	361.0650329785662	722.1300659571324
131072	4	50000	40	5	0.000504	1425333759.611033	1425333759.61052	360.5015255253365	721.003051050673
131072	4	50000	40	5	0.000527	1425336548.666078	1425336548.665541	359.744280887458	719.4885617749161
131072	4	50000	40	5	0.000556	1425339345.952996	1425339345.952431	361.2441609420176	722.4883218840351
8388608	4	5000	40	5	0.000506	1425332413.374323	1425332413.373808	364.610332929652	729.2206658593041
8388608	4	5000	40	5	0.0005240000000000001	1425335204.376743	1425335204.37621	360.2587898040796	720.5175796081593
8388608	4	5000	40	5	0.000541	1425338001.242882	1425338001.242332	365.4768858760218	730.9537717520435
1048576	4	500	40	5	0.000512	1425331479.647129	1425331479.646607	361.1296646328225	722.2593292656451
1048576	4	500	40	5	0.000516	1425334277.103951	1425334277.103426	361.6701543129409	723.3403086258818
1048576	4	500	40	5	0.0005240000000000001	1425337066.320104	1425337066.31957	361.4204966400905	722.840993280181
1048576	4	10000	500	5	0.000124	1425333135.528044	1425333135.527912	351.4902735169601	702.9805470339202
1048576	4	10000	500	5	0.000124	1425335924.511483	1425335924.511352	351.4120856404729	702.8241712809457
1048576	4	10000	500	5	0.000123	1425338720.810634	1425338720.810504	351.3099994951669	702.6199989903339
131072	4	1000	500	5	0.000125	1425331876.778933	1425331876.778801	351.9885261520708	703.9770523041416
131072	4	1000	500	5	0.000123	1425334674.42524	1425334674.42511	351.9439094649152	703.8878189298305
131072	4	1000	500	5	0.000123	1425337462.951416	1425337462.951286	351.6489130168912	703.2978260337825
131072	4	50000	500	5	0.000123	1425333805.948722	1425333805.948592	351.4731500931434	702.9463001862869
131072	4	50000	500	5	0.000124	1425336595.828228	1425336595.828097	351.1157371813295	702.231474362659
131072	4	50000	500	5	0.000125	1425339393.073529	1425339393.073398	350.7603484456967	701.5206968913934
524288	4	5000	500	5	0.000124	1425332460.936313	1425332460.936181	351.5974564042951	703.1949128085903
524288	4	5000	500	5	0.000125	1425335251.811214	1425335251.811082	351.083762168061	702.1675243361219
524288	4	5000	500	5	0.000129	1425338048.219843	1425338048.219706	351.2662728573048	702.5325457146096
16777216	4	10000	50	5	0.000511	1425333092.213221	1425333092.2127	360.1663337072159	720.3326674144319
16777216	4	10000	50	5	0.000514	1425335881.094575	1425335881.094051	360.4897059969508	720.9794119939016
16777216	4	10000	50	5	0.000534	1425338677.556724	1425338677.55618	364.3788000771909	728.7576001543817
1048576	4	1000	50	5	0.000511	1425331833.047758	1425331833.047232	360.9498754065772	721.8997508131545
1048576	4	1000	50	5	0.000127	1425334630.188981	1425334630.188847	361.3975143792136	722.7950287584273
1048576	4	1000	50	5	0.000552	1425337419.382192	1425337419.381632	360.5947451150001	721.1894902300002
131072	4	100	50	5	0.000525	1425331272.683939	1425331272.683405	360.3202264997869	720.6404529995739
131072	4	100	50	5	0.000123	1425334070.356129	1425334070.356	360.6215831024961	721.2431662049921
131072	4	100	50	5	0.00013	1425336859.628496	1425336859.628359	358.6517026858886	717.3034053717771
131072	4	50000	50	5	0.0005	1425333762.495065	1425333762.494557	360.7512805061847	721.5025610123694
131072	4	50000	50	5	0.000516	1425336551.519699	1425336551.519174	359.2127775984881	718.4255551969762
131072	4	50000	50	5	0.000562	1425339348.765082	1425339348.76451	359.7267168181	719.4534336362
8388608	4	5000	50	5	0.000517	1425332416.180384	1425332416.179858	360.8004533739224	721.6009067478449
8388608	4	5000	50	5	0.00052	1425335207.177324	1425335207.176795	360.5870128768578	721.1740257537157
8388608	4	5000	50	5	0.00053	1425338004.090612	1425338004.090073	360.9535213925358	721.9070427850717
524288	4	500	50	5	0.000515	1425331482.559605	1425331482.55908	360.8619383128649	721.7238766257298
524288	4	500	50	5	0.000125	1425334280.012961	1425334280.01283	360.3088729823004	720.6177459646009
524288	4	500	50	5	0.000526	1425337069.227189	1425337069.226653	358.0390075431496	716.0780150862993
8388608	4	10000	60	5	0.000512	1425333095.378086	1425333095.377565	361.6691629262602	723.3383258525204
8388608	4	10000	60	5	0.000508	1425335884.155355	1425335884.154837	360.758594880421	721.517189760842
8388608	4	10000	60	5	0.000124	1425338680.610667	1425338680.610536	361.1298623186295	722.2597246372591
1048576	4	1000	60	5	0.00053	1425331836.088928	1425331836.088389	361.282144661164	722.5642893223279
1048576	4	1000	60	5	0.000515	1425334633.337402	1425334633.336878	361.4713908943268	722.9427817886535
1048576	4	1000	60	5	0.0005509999999999999	1425337422.577197	1425337422.576638	361.5779785969147	723.1559571938294
131072	4	100	60	5	0.00051	1425331275.842389	1425331275.841869	361.4313872011799	722.8627744023597
131072	4	100	60	5	0.00013	1425334073.416857	1425334073.416719	358.0289332650244	716.0578665300487
131072	4	100	60	5	0.000518	1425336862.821988	1425336862.82146	362.0490633393117	724.0981266786233
131072	4	50000	60	5	0.0005	1425333765.669415	1425333765.668906	362.4679961592095	724.935992318419
131072	4	50000	60	5	0.000514	1425336554.592011	1425336554.591488	361.1527953410304	722.3055906820608
131072	4	50000	60	5	0.000123	1425339351.932706	1425339351.932576	361.5660883783793	723.1321767567586
4194304	4	5000	60	5	0.000508	1425332419.382596	1425332419.382079	362.0391289341773	724.0782578683546
4194304	4	5000	60	5	0.000129	1425335210.264387	1425335210.26425	360.5980806926559	721.1961613853117
4194304	4	5000	60	5	0.000124	1425338007.151635	1425338007.151503	361.5498396776612	723.0996793553225
524288	4	500	60	5	0.000518	1425331485.706146	1425331485.705619	363.159179878651	726.318359757302
524288	4	500	60	5	0.000526	1425334283.081964	1425334283.081428	361.6810599251536	723.3621198503072
524288	4	500	60	5	0.000125	1425337072.298935	1425337072.298802	361.8989133084353	723.7978266168707
8388608	4	10000	70	5	0.000506	1425333098.825582	1425333098.825067	363.7956196457483	727.5912392914967
8388608	4	10000	70	5	0.000518	1425335887.58859	1425335887.588063	363.9976844608418	727.9953689216836
8388608	4	10000	70	5	0.000528	1425338684.056212	1425338684.055674	363.8491249028937	727.6982498057874
1048576	4	1000	70	5	0.00052	1425331839.665381	1425331839.664853	364.0033749634318	728.0067499268636
1048576	4	1000	70	5	0.000517	1425334636.78151	1425334636.780984	364.042543837278	728.085087674556
1048576	4	1000	70	5	0.000553	1425337426.016431	1425337426.015868	363.1811050925376	726.3622101850752
131072	4	50000	70	5	0.000506	1425333769.225092	1425333769.224577	364.2643248908194	728.5286497816388
131072	4	50000	70	5	0.000512	1425336558.032228	1425336558.031707	364.280080949684	728.560161899368
131072	4	50000	70	5	0.000535	1425339355.391469	1425339355.390925	363.4732494335288	726.9464988670576
4194304	4	5000	70	5	0.000516	1425332422.950105	1425332422.949579	364.2281246428427	728.4562492856853
4194304	4	5000	70	5	0.00053	1425335213.823862	1425335213.823324	363.7464755592192	727.4929511184383
4194304	4	5000	70	5	0.000123	1425338010.708429	1425338010.708299	363.2354297160917	726.4708594321834
524288	4	500	70	5	0.000123	1425331489.135117	1425331489.134986	364.3350702156883	728.6701404313766
524288	4	500	70	5	0.000522	1425334286.640549	1425334286.640017	364.3236686379196	728.6473372758392
524288	4	500	70	5	0.000529	1425337075.742984	1425337075.742445	364.5699672748541	729.1399345497082
8388608	4	10000	80	5	0.000514	1425333102.488078	1425333102.487556	355.9465026565404	711.8930053130807
8388608	4	10000	80	5	0.000123	1425335891.419255	1425335891.419125	357.6220346757977	715.2440693515954
8388608	4	10000	80	5	0.000527	1425338687.876559	1425338687.876023	357.5510944788289	715.1021889576577
1048576	4	1000	80	5	0.000529	1425331843.463074	1425331843.462536	357.5060446255168	715.0120892510337
1048576	4	1000	80	5	0.000128	1425334640.452061	1425334640.451925	357.6327944587832	715.2655889175664
1048576	4	1000	80	5	0.000149	1425337429.843796	1425337429.843639	355.6822436619195	711.3644873238389
131072	4	50000	80	5	0.0004929999999999999	1425333773.046265	1425333773.045762	354.9367819812172	709.8735639624343
131072	4	50000	80	5	0.0005	1425336561.843341	1425336561.842832	357.1298135363598	714.2596270727196
131072	4	50000	80	5	0.00055	1425339359.095827	1425339359.095268	357.3915818923514	714.7831637847028
4194304	4	5000	80	5	0.0005240000000000001	1425332426.621209	1425332426.620676	354.9634234241099	709.9268468482197
4194304	4	5000	80	5	0.000519	1425335217.646615	1425335217.646086	357.4549050051285	714.909810010257
4194304	4	5000	80	5	0.000535	1425338014.382007	1425338014.381462	357.7122042259696	715.4244084519391
524288	4	500	80	5	0.000147	1425331492.979132	1425331492.978978	355.9032962466276	711.8065924932552
524288	4	500	80	5	0.000128	1425334290.318254	1425334290.318119	357.885690265661	715.7713805313221
524288	4	500	80	5	0.000147	1425337079.56159	1425337079.561435	355.9128007568125	711.8256015136251
8388608	4	10000	90	5	0.000546	1425333106.511859	1425333106.511304	361.0269918140099	722.0539836280199
8388608	4	10000	90	5	0.0005240000000000001	1425335895.606556	1425335895.606023	361.2887513407623	722.5775026815246
8388608	4	10000	90	5	0.000537	1425338691.931122	1425338691.930575	361.5495984566269	723.0991969132539
524288	4	1000	90	5	0.00051	1425331847.499691	1425331847.499171	362.1457924648523	724.2915849297045
524288	4	1000	90	5	0.000528	1425334644.475947	1425334644.47541	361.7621700329021	723.5243400658043
524288	4	1000	90	5	0.000539	1425337433.875364	1425337433.874815	362.0024541047267	724.0049082094534
131072	4	50000	90	5	0.000126	1425333777.084525	1425333777.084392	361.9545271761519	723.9090543523039
131072	4	50000	90	5	0.00052	1425336565.871456	1425336565.870926	361.5237552104417	723.0475104208833
131072	4	50000	90	5	0.000537	1425339363.127642	1425339363.127095	361.7732968373407	723.5465936746814
4194304	4	5000	90	5	0.000121	1425332430.821427	1425332430.821299	361.5441710684515	723.0883421369031
4194304	4	5000	90	5	0.00052	1425335221.834892	1425335221.834362	361.6418889930951	723.2837779861901
4194304	4	5000	90	5	0.00054	1425338018.584239	1425338018.583689	361.7896001357385	723.579200271477
262144	4	500	90	5	0.000515	1425331497.168595	1425331497.168071	361.6460263668104	723.2920527336208
262144	4	500	90	5	0.000128	1425334294.354128	1425334294.353992	361.5963841294204	723.1927682588407
262144	4	500	90	5	0.000537	1425337083.754984	1425337083.754437	361.7927056925113	723.5854113850226
524288	6	10000	1000	5	0.000123	1425333252.0914	1425333252.091269	341.6247513031459	683.2495026062918
524288	6	10000	1000	5	0.000124	1425336038.136013	1425336038.135882	342.0189644976059	684.0379289952118
524288	6	10000	1000	5	0.000123	1425338834.75805	1425338834.757919	341.5306649444605	683.0613298889209
131072	6	50000	1000	5	0.000122	1425333919.946985	1425333919.946855	341.8498409928936	683.6996819857873
131072	6	50000	1000	5	0.000123	1425336710.689648	1425336710.689517	341.8774225150428	683.7548450300856
131072	6	50000	1000	5	0.000124	1425339507.041024	1425339507.040893	340.7670813698066	681.5341627396132
262144	6	5000	1000	5	0.000122	1425332575.171926	1425332575.171796	341.9325140132345	683.865028026469
262144	6	5000	1000	5	0.000124	1425335367.232682	1425335367.232551	341.8473376596548	683.6946753193097
262144	6	5000	1000	5	0.000124	1425338163.414074	1425338163.413943	342.1916778161831	684.3833556323661
8388608	6	10000	100	5	0.000522	1425333195.867053	1425333195.866521	344.7467890530417	689.4935781060833
8388608	6	10000	100	5	0.000534	1425335984.506544	1425335984.506001	344.8701891480191	689.7403782960382
8388608	6	10000	100	5	0.000123	1425338781.105514	1425338781.105383	344.9244962069169	689.8489924138338
524288	6	1000	100	5	0.000519	1425331904.69857	1425331904.698042	344.7039801083888	689.4079602167776
524288	6	1000	100	5	0.000519	1425334702.549085	1425334702.548557	344.4545435358379	688.9090870716758
524288	6	1000	100	5	0.000123	1425337491.468516	1425337491.468385	344.5912866138829	689.1825732277658
131072	6	50000	100	5	0.000514	1425333865.987072	1425333865.986548	344.588533747767	689.1770674955339
131072	6	50000	100	5	0.000509	1425336655.889053	1425336655.888534	344.4676627762229	688.9353255524458
131072	6	50000	100	5	0.000521	1425339453.052795	1425339453.052264	344.6721981660669	689.3443963321339
4194304	6	5000	100	5	0.00013	1425332521.201847	1425332521.20171	344.8356197351356	689.6712394702712
4194304	6	5000	100	5	0.000129	1425335311.889771	1425335311.889634	344.7840966045607	689.5681932091213
4194304	6	5000	100	5	0.000532	1425338108.018957	1425338108.018415	345.0473866100717	690.0947732201435
262144	6	500	100	5	0.000511	1425331538.308072	1425331538.307552	344.606322274193	689.2126445483859
262144	6	500	100	5	0.000129	1425334335.383837	1425334335.383701	344.5387779816604	689.0775559633207
262144	6	500	100	5	0.000531	1425337124.869908	1425337124.869367	344.5555027848083	689.1110055696165
4194304	6	10000	200	5	0.000129	1425333202.827871	1425333202.827735	344.9370468615004	689.8740937230008
4194304	6	10000	200	5	0.000124	1425335991.468319	1425335991.468188	344.7839745453428	689.5679490906856
4194304	6	10000	200	5	0.000569	1425338788.094309	1425338788.09373	344.9183562347524	689.8367124695047
262144	6	1000	200	5	0.000123	1425331912.021544	1425331912.021415	344.8701634385	689.740326877
262144	6	1000	200	5	0.000124	1425334709.511511	1425334709.51138	345.040811200815	690.0816224016301
262144	6	1000	200	5	0.000129	1425337498.417794	1425337498.417658	345.061374664536	690.122749329072
131072	6	50000	200	5	0.000123	1425333873.318905	1425333873.318775	344.7042690620211	689.4085381240421
131072	6	50000	200	5	0.000122	1425336663.210542	1425336663.210412	345.1376340058101	690.2752680116201
131072	6	50000	200	5	0.000125	1425339460.369267	1425339460.369136	344.8550854659013	689.7101709318026
2097152	6	5000	200	5	0.000143	1425332528.513666	1425332528.513516	343.4803578931226	686.9607157862451
2097152	6	5000	200	5	0.000147	1425335318.839872	1425335318.839719	342.5359881698097	685.0719763396195
2097152	6	5000	200	5	0.000142	1425338114.982962	1425338114.982813	343.4298571837739	686.8597143675479
131072	6	500	200	5	0.000125	1425331545.617707	1425331545.617575	344.9947710560613	689.9895421121225
131072	6	500	200	5	0.00012	1425334342.682663	1425334342.682536	344.878467812523	689.7569356250459
131072	6	500	200	5	0.000123	1425337131.837316	1425337131.837186	344.7917286893986	689.5834573787971
33554432	6	10000	20	5	0.000123	1425333170.297183	1425333170.297052	343.6553829364431	687.3107658728862
33554432	6	10000	20	5	0.000124	1425335959.359555	1425335959.359424	342.3985015792169	684.7970031584338
33554432	6	10000	20	5	0.000125	1425338755.653891	1425338755.65376	342.3238783756015	684.647756751203
2097152	6	1000	20	5	0.000123	1425331879.580147	1425331879.580017	344.1705385105524	688.3410770211049
2097152	6	1000	20	5	0.000123	1425334677.244005	1425334677.243874	341.1448999551826	682.2897999103652
2097152	6	1000	20	5	0.000122	1425337465.88925	1425337465.889121	342.5371738790599	685.0743477581199
262144	6	100	20	5	0.000123	1425331285.368026	1425331285.367895	341.7233412773892	683.4466825547785
262144	6	100	20	5	0.000123	1425334082.912217	1425334082.912086	341.0414350668955	682.0828701337909
262144	6	100	20	5	0.000123	1425336872.336416	1425336872.336285	341.8626481667397	683.7252963334795
131072	6	50000	20	5	0.000124	1425333840.726453	1425333840.726323	343.630321946883	687.260643893766
131072	6	50000	20	5	0.000123	1425336630.583955	1425336630.583825	341.9016271988501	683.8032543977002
131072	6	50000	20	5	0.000123	1425339427.880701	1425339427.880571	341.9465231573055	683.893046314611
16777216	6	5000	20	5	0.000123	1425332495.708554	1425332495.708423	343.7902977077065	687.580595415413
16777216	6	5000	20	5	0.000124	1425335286.600109	1425335286.599978	341.7788143129507	683.5576286259014
16777216	6	5000	20	5	0.000124	1425338083.018155	1425338083.018024	343.830912266852	687.6618245337039
1048576	6	500	20	5	0.000123	1425331512.869976	1425331512.869845	340.5543487102891	681.1086974205782
1048576	6	500	20	5	0.000122	1425334310.032326	1425334310.032196	341.5110577915825	683.022115583165
1048576	6	500	20	5	0.000123	1425337099.482615	1425337099.482484	342.5964698096158	685.1929396192315
16777216	6	10000	30	5	0.000523	1425333172.438077	1425333172.437545	337.3338942821202	674.6677885642405
16777216	6	10000	30	5	0.000473	1425335961.437488	1425335961.437005	340.0941309572171	680.1882619144343
16777216	6	10000	30	5	0.000518	1425338757.749097	1425338757.748569	337.1056659444522	674.2113318889044
2097152	6	1000	30	5	0.000474	1425331881.651463	1425331881.65098	337.0477960925366	674.0955921850732
2097152	6	1000	30	5	0.000479	1425334679.326913	1425334679.326424	336.8571040753927	673.7142081507853
2097152	6	1000	30	5	0.0005240000000000001	1425337468.033386	1425337468.032853	337.4498505003714	674.8997010007428
262144	6	100	30	5	0.000525	1425331287.511742	1425331287.511208	336.4159676892291	672.8319353784583
262144	6	100	30	5	0.000482	1425334085.000503	1425334085.000012	339.6654664802111	679.3309329604222
262144	6	100	30	5	0.000522	1425336874.4351	1425336874.434568	336.3185514610068	672.6371029220137
131072	6	50000	30	5	0.000472	1425333842.804104	1425333842.803623	339.5920296836842	679.1840593673685
131072	6	50000	30	5	0.00051	1425336632.752608	1425336632.752089	336.5141269955274	673.0282539910548
131072	6	50000	30	5	0.000471	1425339429.986692	1425339429.986211	336.4530281097953	672.9060562195906
8388608	6	5000	30	5	0.000478	1425332497.782838	1425332497.782351	340.2379615622654	680.4759231245307
