module:input:0:probDimension	module:pub_input::blockSize	module:pub_input::mem_max	module:pub_input::nnz	module:pub_input::t_max	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:blocked_mflop_median	module:output:0:unblocked_mflop_max
4194304	8	5000	80	5	0.000512	1425332594.023807	1425332594.023285	342.7816704236637	685.5633408473274
4194304	8	5000	80	5	0.000562	1425335386.15805	1425335386.157479	342.9262662604825	685.8525325209649
4194304	8	5000	80	5	0.000534	1425338182.314385	1425338182.313841	342.9227902535481	685.8455805070962
524288	8	500	80	5	0.000512	1425331566.673481	1425331566.672959	342.8241545127514	685.6483090255027
524288	8	500	80	5	0.000147	1425334363.715636	1425334363.715482	341.0147299362485	682.029459872497
524288	8	500	80	5	0.0005509999999999999	1425337152.780327	1425337152.779767	342.5635376285476	685.1270752570953
8388608	8	10000	90	5	0.000526	1425333274.401287	1425333274.400751	343.4963840329903	686.9927680659806
8388608	8	10000	90	5	0.000123	1425336060.901186	1425336060.901055	343.5639545168119	687.1279090336238
8388608	8	10000	90	5	0.000129	1425338857.381775	1425338857.381638	347.9489699095002	695.8979398190005
524288	8	1000	90	5	0.0005240000000000001	1425331952.29009	1425331952.289558	343.3491383512773	686.6982767025546
524288	8	1000	90	5	0.000535	1425334749.118053	1425334749.11751	343.322579314313	686.6451586286261
524288	8	1000	90	5	0.000536	1425337538.757555	1425337538.757009	343.3532809568197	686.7065619136395
131072	8	50000	90	5	0.000517	1425333942.728078	1425333942.727552	342.7371329499962	685.4742658999925
131072	8	50000	90	5	0.000529	1425336733.30556	1425336733.305021	343.1521145654324	686.3042291308649
131072	8	50000	90	5	0.000128	1425339529.890201	1425339529.890065	341.5203674114318	683.0407348228636
4194304	8	5000	90	5	0.000519	1425332597.871164	1425332597.870636	343.4393235367814	686.8786470735628
4194304	8	5000	90	5	0.000144	1425335389.830017	1425335389.829865	341.7995375330046	683.5990750660093
4194304	8	5000	90	5	0.000569	1425338186.016941	1425338186.016361	343.7052797976638	687.4105595953275
262144	8	500	90	5	0.000126	1425331570.349974	1425331570.349841	343.4800442614703	686.9600885229406
262144	8	500	90	5	0.00052	1425334367.397187	1425334367.396657	343.8015158300241	687.6030316600481
262144	8	500	90	5	0.0005419999999999999	1425337156.460063	1425337156.459511	341.2938923031838	682.5877846063677
524288	1	10000	1000	5	0.000124	1425332953.272326	1425332953.272195	193.0517397730101	386.1034795460202
524288	1	10000	1000	5	0.000124	1425335742.549348	1425335742.549217	191.4367591699501	382.8735183399003
524288	1	10000	1000	5	0.000125	1425338537.820928	1425338537.820797	190.5260313121326	381.0520626242651
131072	1	50000	1000	5	0.000123	1425333625.359182	1425333625.359052	190.7560058144661	381.5120116289322
131072	1	50000	1000	5	0.00013	1425336411.951861	1425336411.951723	190.2840301824835	380.5680603649669
131072	1	50000	1000	5	0.000123	1425339209.875395	1425339209.875264	190.4081489766697	380.8162979533393
262144	1	5000	1000	5	0.000124	1425332278.247939	1425332278.247808	190.7326108300006	381.4652216600011
262144	1	5000	1000	5	0.000125	1425335070.316393	1425335070.316261	190.2443236895332	380.4886473790665
262144	1	5000	1000	5	0.000132	1425337862.75084	1425337862.750702	191.3384426757306	382.6768853514612
131072	1	10000	100	5	0.000122	1425332727.213445	1425332727.213317	178.1883593548791	356.3767187097582
131072	1	10000	100	5	0.000123	1425335517.56871	1425335517.56858	177.2464729656447	354.4929459312895
131072	1	10000	100	5	0.000122	1425338313.725234	1425338313.725104	178.1482287402307	356.2964574804615
524288	1	1000	100	5	0.000124	1425331654.8345	1425331654.834369	178.1489214895717	356.2978429791434
524288	1	1000	100	5	0.000122	1425334451.921306	1425334451.921177	177.410347452111	354.8206949042221
524288	1	1000	100	5	0.000124	1425337241.700244	1425337241.700113	179.426563626157	358.853127252314
131072	1	50000	100	5	0.000123	1425333403.099524	1425333403.099394	179.5187263686791	359.0374527373581
131072	1	50000	100	5	0.000122	1425336191.185076	1425336191.184946	179.4356995055819	358.8713990111639
131072	1	50000	100	5	0.000124	1425338986.601602	1425338986.601471	178.1082893063586	356.2165786127172
4194304	1	5000	100	5	0.000127	1425332051.103634	1425332051.103499	177.4917966848531	354.9835933697062
4194304	1	5000	100	5	0.000122	1425334849.03234	1425334849.032211	179.3811323024235	358.7622646048469
4194304	1	5000	100	5	0.00013	1425337637.891798	1425337637.89166	179.4901827133601	358.9803654267201
262144	1	500	100	5	0.000124	1425331394.645339	1425331394.645209	179.4364023040729	358.8728046081457
262144	1	500	100	5	0.000123	1425334192.981663	1425334192.981532	179.4030254545644	358.8060509091289
262144	1	500	100	5	0.000123	1425336982.55175	1425336982.551614	179.4103438761427	358.8206877522855
131072	1	10000	200	5	0.000123	1425332751.528538	1425332751.528409	182.2542780446502	364.5085560893005
131072	1	10000	200	5	0.000123	1425335542.605374	1425335542.605243	182.2185764158126	364.4371528316252
131072	1	10000	200	5	0.000123	1425338338.009947	1425338338.009816	181.5217932439938	363.0435864879875
262144	1	1000	200	5	0.000123	1425331679.872204	1425331679.872074	182.2773616689434	364.5547233378868
262144	1	1000	200	5	0.000124	1425334476.89051	1425334476.890379	183.6449688034008	367.2899376068015
262144	1	1000	200	5	0.000123	1425337265.98947	1425337265.98934	182.3678792732431	364.7357585464862
131072	1	50000	200	5	0.000123	1425333427.325082	1425333427.324951	183.7108476601217	367.4216953202434
131072	1	50000	200	5	0.000124	1425336215.42829	1425336215.42816	183.2940039365701	366.5880078731402
131072	1	50000	200	5	0.000124	1425339011.616598	1425339011.616467	182.2219889110102	364.4439778220203
2097152	1	5000	200	5	0.000129	1425332076.150867	1425332076.150731	181.1641420021862	362.3282840043723
2097152	1	5000	200	5	0.000123	1425334873.98149	1425334873.98136	183.6816305236717	367.3632610473434
2097152	1	5000	200	5	0.000124	1425337662.861586	1425337662.861455	183.6700628607692	367.3401257215385
131072	1	500	200	5	0.000123	1425331419.62336	1425331419.623231	183.632853712217	367.2657074244341
131072	1	500	200	5	0.000122	1425334217.304354	1425334217.304224	183.6846991137787	367.3693982275574
131072	1	500	200	5	0.000123	1425337006.902265	1425337006.902135	182.1963832165019	364.3927664330038
131072	1	10000	20	5	0.000122	1425332659.420185	1425332659.420056	167.3885272364667	334.7770544729335
131072	1	10000	20	5	0.000127	1425335449.570982	1425335449.570848	167.2945475450793	334.5890950901585
131072	1	10000	20	5	0.000123	1425338245.605155	1425338245.605025	167.1356083665726	334.2712167331453
2097152	1	1000	20	5	0.000536	1425331586.988044	1425331586.987498	169.5353943257512	339.0707886515025
2097152	1	1000	20	5	0.000124	1425334384.134687	1425334384.134556	168.863630856181	337.727261712362
2097152	1	1000	20	5	0.000546	1425337173.205003	1425337173.204447	167.9418033621609	335.8836067243217
262144	1	100	20	5	0.000526	1425331206.945574	1425331206.945038	167.8602702492764	335.7205404985527
262144	1	100	20	5	0.000122	1425334004.424138	1425334004.424009	169.099962131852	338.199924263704
262144	1	100	20	5	0.000557	1425336793.959968	1425336793.959401	169.1577169835937	338.3154339671873
131072	1	50000	20	5	0.000507	1425333334.826497	1425333334.82598	169.4914889467129	338.9829778934258
131072	1	50000	20	5	0.000519	1425336123.250227	1425336123.249699	167.9151297302085	335.8302594604171
131072	1	50000	20	5	0.000541	1425338918.071182	1425338918.070631	169.3687791368214	338.7375582736429
16777216	1	5000	20	5	0.000129	1425331983.309469	1425331983.309332	167.9312867838941	335.8625735677881
16777216	1	5000	20	5	0.000521	1425334781.673612	1425334781.673081	166.77106537842	333.5421307568399
16777216	1	5000	20	5	0.000134	1425337570.054793	1425337570.054651	168.1099908990693	336.2199817981387
1048576	1	500	20	5	0.000529	1425331326.614623	1425331326.614085	167.5094041597348	335.0188083194696
1048576	1	500	20	5	0.000123	1425334124.558749	1425334124.558613	169.0794192427106	338.1588384854212
1048576	1	500	20	5	0.000525	1425336913.634755	1425336913.634215	169.0913803179407	338.1827606358815
16777216	1	10000	30	5	0.000518	1425332664.08869	1425332664.088162	170.3545818534135	340.7091637068269
16777216	1	10000	30	5	0.000529	1425335454.100181	1425335454.099643	171.3099232153263	342.6198464306526
16777216	1	10000	30	5	0.000129	1425338250.159192	1425338250.159056	170.2070783583098	340.4141567166197
2097152	1	1000	30	5	0.000123	1425331591.646605	1425331591.646475	170.1939051427581	340.3878102855162
2097152	1	1000	30	5	0.000148	1425334388.658666	1425334388.658511	170.2307952859187	340.4615905718373
2097152	1	1000	30	5	0.000545	1425337177.884896	1425337177.884342	171.7684534351765	343.5369068703531
262144	1	100	30	5	0.000124	1425331211.604686	1425331211.604555	169.0720527558684	338.1441055117368
262144	1	100	30	5	0.00052	1425334008.958299	1425334008.957769	170.0422966178514	340.0845932357029
262144	1	100	30	5	0.000543	1425336798.617738	1425336798.617186	170.9962562831712	341.9925125663423
131072	1	50000	30	5	0.000512	1425333339.400935	1425333339.400413	169.5444569971751	339.0889139943502
131072	1	50000	30	5	0.000522	1425336127.803048	1425336127.802516	170.762200856261	341.524401712522
131072	1	50000	30	5	0.000508	1425338922.619735	1425338922.619217	170.7125333465824	341.4250666931648
8388608	1	5000	30	5	0.000506	1425331987.838691	1425331987.838175	170.4366191916269	340.8732383832539
