module:input:0:alpha	module:input:0:density	module:input:0:numVertex	module:measure:PAPI:PAPI_LD_INS	module:measure:PAPI:PAPI_TOT_INS	module:measure:time:time	module:measure:timestamp:End	module:measure:timestamp:Start	module:output:0:rssUsage	module:output:0:vmUsage
0.3	0.2	100000	158924044	479220145	0.220991	1426613329.686791	1426613329.465793	7508	8428
0.3	0.2	100000	158919854	479220152	0.144654	1426613978.533527	1426613978.388865	7508	8428
0.8	0.2	100000	158916792	479220148	0.140361	1426613982.379809	1426613982.23944	7508	8428
0.8	0.7	100000	452184433	1360175302	0.414363	1426614026.618669	1426614026.204298	18512	20816
0.8	0.8	70000	329150686	988580082	0.302248	1426613915.008112	1426613914.705855	12540	12816
0.8	0.8	70000	329154546	988580079	0.302358	1426614564.05505	1426614563.752684	12540	12816
0.99	0.8	70000	329147386	988580076	0.302114	1426613269.100259	1426613268.798138	12540	12816
0.99	0.8	70000	329153816	988580080	0.302124	1426613917.995092	1426613917.692959	12540	12816
0.99	0.8	70000	329149815	988580073	0.302063	1426614567.044431	1426614566.742359	12540	12816
0.9	0.8	70000	329150002	988580081	0.302927	1426613267.610502	1426613267.307566	12540	12816
0.9	0.8	70000	329154026	988580076	0.302107	1426613916.50368	1426613916.201566	12540	12816
0.9	0.8	70000	329154296	988580077	0.301947	1426614565.546769	1426614565.244813	12540	12816
0.3	0.2	80000	122758457	370297151	0.157465	1426613270.469499	1426613270.312027	5924	6392
0.3	0.2	80000	122759659	370297155	0.108428	1426613919.297695	1426613919.189259	5924	6392
0.8	0.7	100000	452196925	1360175290	0.415964	1426614675.676433	1426614675.260461	18512	20816
0.3	0.2	80000	122761030	370297151	0.109165	1426614568.355399	1426614568.246227	5924	6392
0.5	0.2	80000	122754170	370297151	0.107779	1426613271.698777	1426613271.59099	5924	6392
0.5	0.2	80000	122760085	370297154	0.111697	1426613920.532306	1426613920.420602	5924	6392
0.5	0.2	80000	122758073	370297156	0.108664	1426614569.5966	1426614569.487928	5924	6392
0.7	0.2	80000	122756147	370297155	0.108382	1426613272.932909	1426613272.824519	5924	6392
0.7	0.2	80000	122759036	370297150	0.108628	1426613921.7705	1426613921.661864	5924	6392
0.7	0.2	80000	122760211	370297150	0.108722	1426614570.838497	1426614570.729767	5924	6392
0.8	0.2	80000	122755107	370297154	0.108272	1426613274.176699	1426613274.068419	5924	6392
0.8	0.2	80000	122758450	370297146	0.108392	1426613923.016561	1426613922.908161	5924	6392
0.8	0.2	80000	122760298	370297148	0.108945	1426614572.093364	1426614571.984412	5924	6392
0.99	0.7	100000	452190840	1360175308	0.421522	1426613381.02906	1426613380.60753	18512	20816
0.99	0.2	80000	122753572	370297149	0.107641	1426613276.667145	1426613276.559496	5924	6392
0.99	0.2	80000	122756776	370297154	0.108634	1426613925.516881	1426613925.40824	5924	6392
0.99	0.2	80000	122757684	370297152	0.108421	1426614574.602658	1426614574.494229	5924	6392
0.9	0.2	80000	122756293	370297153	0.107582	1426613275.425192	1426613275.317602	5924	6392
0.9	0.2	80000	122759189	370297152	0.108587	1426613924.27018	1426613924.161585	5924	6392
0.9	0.2	80000	122759752	370297152	0.108371	1426614573.345004	1426614573.236625	5924	6392
0.3	0.3	80000	179119750	539510267	0.200044	1426613278.010887	1426613277.810835	8164	8868
0.3	0.3	80000	179124680	539510263	0.159665	1426613926.820355	1426613926.660683	8164	8868
0.3	0.3	80000	179122830	539510263	0.159371	1426614575.914663	1426614575.755284	8164	8868
0.5	0.3	80000	179118236	539510264	0.158537	1426613279.29439	1426613279.135846	8164	8868
0.99	0.7	100000	452196999	1360175297	0.414953	1426614029.881944	1426614029.466983	18512	20816
0.5	0.3	80000	179120120	539510261	0.159111	1426613928.111478	1426613927.952359	8164	8868
0.5	0.3	80000	179121029	539510265	0.159167	1426614577.20758	1426614577.048405	8164	8868
0.7	0.3	80000	179115962	539510262	0.158386	1426613280.596943	1426613280.438549	8164	8868
0.7	0.3	80000	179121225	539510262	0.159004	1426613929.411502	1426613929.25249	8164	8868
0.7	0.3	80000	179125000	539510263	0.159025	1426614578.51775	1426614578.358717	8164	8868
0.8	0.3	80000	179116593	539510259	0.158761	1426613281.902838	1426613281.744069	8164	8868
0.8	0.3	80000	179119801	539510263	0.159388	1426613930.714264	1426613930.554868	8164	8868
0.8	0.3	80000	179124795	539510263	0.159272	1426614579.836334	1426614579.677054	8164	8868
0.99	0.3	80000	179117906	539510265	0.158489	1426613284.512632	1426613284.354135	8164	8868
0.99	0.3	80000	179123542	539510262	0.158655	1426613933.345314	1426613933.186651	8164	8868
0.99	0.7	100000	452194521	1360175302	0.415067	1426614678.945335	1426614678.530259	18512	20816
0.99	0.3	80000	179123839	539510265	0.159951	1426614582.472034	1426614582.312075	8164	8868
0.9	0.3	80000	179119393	539510259	0.15844	1426613283.200914	1426613283.042468	8164	8868
0.9	0.3	80000	179120498	539510261	0.159964	1426613932.02384	1426613931.863868	8164	8868
0.9	0.3	80000	179119464	539510263	0.15899	1426614581.150281	1426614580.991283	8164	8868
0.3	0.4	80000	228561156	687655033	0.24659	1426613285.915805	1426613285.669207	9972	10780
0.3	0.4	80000	228563786	687655032	0.204979	1426613934.70431	1426613934.499324	9972	10780
0.3	0.4	80000	228560240	687655032	0.204441	1426614583.841444	1426614583.636994	9972	10780
0.5	0.4	80000	228559517	687655028	0.203981	1426613287.25883	1426613287.054841	9972	10780
0.5	0.4	80000	228560873	687655031	0.204344	1426613936.053091	1426613935.84874	9972	10780
0.5	0.4	80000	228567897	687655031	0.204469	1426614585.185731	1426614584.981254	9972	10780
0.9	0.7	100000	452189995	1360175302	0.414043	1426613379.384488	1426613378.970437	18512	20816
0.7	0.4	80000	228554846	687655034	0.20364	1426613288.605594	1426613288.401946	9972	10780
0.7	0.4	80000	228562229	687655027	0.204078	1426613937.405337	1426613937.20125	9972	10780
0.7	0.4	80000	228563078	687655033	0.204617	1426614586.547762	1426614586.343136	9972	10780
0.8	0.4	80000	228556946	687655034	0.205692	1426613289.967803	1426613289.762104	9972	10780
0.8	0.4	80000	228563634	687655035	0.204264	1426613938.769046	1426613938.564773	9972	10780
0.8	0.4	80000	228565543	687655036	0.204554	1426614587.914881	1426614587.710319	9972	10780
0.99	0.4	80000	228556341	687655030	0.203873	1426613292.707678	1426613292.503797	9972	10780
0.99	0.4	80000	228564794	687655033	0.204242	1426613941.50957	1426613941.30532	9972	10780
0.99	0.4	80000	228563627	687655031	0.20442	1426614590.657536	1426614590.453108	9972	10780
0.9	0.4	80000	228558531	687655036	0.20378	1426613291.330334	1426613291.126546	9972	10780
0.9	0.7	100000	452195544	1360175304	0.415692	1426614028.247974	1426614027.832274	18512	20816
0.9	0.4	80000	228559114	687655035	0.204214	1426613940.141268	1426613939.937047	9972	10780
0.9	0.4	80000	228559837	687655033	0.204123	1426614589.287835	1426614589.083704	9972	10780
0.3	0.5	80000	267776034	804220033	0.316065	1426613294.192053	1426613293.87598	11276	11700
0.3	0.5	80000	267778158	804220035	0.272003	1426613942.949937	1426613942.677926	11276	11700
0.3	0.5	80000	267775419	804220029	0.24151	1426614592.07044	1426614591.828922	11276	11700
0.5	0.5	80000	267767558	804220027	0.241298	1426613295.583023	1426613295.341718	11276	11700
0.5	0.5	80000	267774788	804220028	0.242959	1426613944.379985	1426613944.137018	11276	11700
0.5	0.5	80000	267777352	804220025	0.241888	1426614593.465468	1426614593.223572	11276	11700
0.7	0.5	80000	267768861	804220032	0.240856	1426613296.978831	1426613296.737967	11276	11700
0.7	0.5	80000	267779173	804220029	0.241948	1426613945.859096	1426613945.61714	11276	11700
0.9	0.7	100000	452193379	1360175296	0.415087	1426614677.310259	1426614676.895164	18512	20816
0.7	0.5	80000	267778302	804220029	0.241269	1426614594.866452	1426614594.625175	11276	11700
0.8	0.5	80000	267770817	804220030	0.241124	1426613298.386814	1426613298.145683	11276	11700
0.8	0.5	80000	267776416	804220029	0.24097	1426613947.278453	1426613947.037476	11276	11700
0.8	0.5	80000	267772532	804220031	0.241045	1426614596.279826	1426614596.038774	11276	11700
0.99	0.5	80000	267769497	804220030	0.240906	1426613301.206196	1426613300.965282	11276	11700
0.99	0.5	80000	267776098	804220034	0.241626	1426613950.124651	1426613949.883017	11276	11700
0.99	0.5	80000	267776742	804220030	0.242149	1426614599.120525	1426614598.878367	11276	11700
0.9	0.5	80000	267774208	804220032	0.241113	1426613299.796927	1426613299.555806	11276	11700
0.9	0.5	80000	267777806	804220034	0.242105	1426613948.700018	1426613948.457905	11276	11700
0.9	0.5	80000	267777581	804220029	0.242016	1426614597.701361	1426614597.459337	11276	11700
0.3	0.8	100000	498392040	1497287132	0.468082	1426613382.715035	1426613382.246944	18412	20388
0.3	0.6	80000	307982504	924700953	0.324107	1426613302.705979	1426613302.381864	12488	12804
0.3	0.6	80000	307981511	924700956	0.280585	1426613951.584176	1426613951.303583	12488	12804
0.3	0.6	80000	307977642	924700954	0.280634	1426614600.585109	1426614600.304467	12488	12804
0.5	0.6	80000	307975844	924700951	0.279653	1426613304.145397	1426613303.865736	12488	12804
0.5	0.6	80000	307975300	924700950	0.280038	1426613953.022705	1426613952.742659	12488	12804
0.5	0.6	80000	307975206	924700955	0.282846	1426614602.043122	1426614601.760269	12488	12804
0.7	0.6	80000	307972171	924700955	0.279148	1426613305.584905	1426613305.305749	12488	12804
0.7	0.6	80000	307978338	924700952	0.280445	1426613954.482902	1426613954.202449	12488	12804
0.7	0.6	80000	307975743	924700950	0.279689	1426614603.48951	1426614603.209813	12488	12804
0.8	0.6	80000	307968956	924700950	0.27949	1426613307.03247	1426613306.752972	12488	12804
0.3	0.8	100000	498394077	1497287132	0.461861	1426614031.572335	1426614031.110465	18412	20388
0.8	0.6	80000	307978011	924700953	0.280926	1426613955.941404	1426613955.660469	12488	12804
0.8	0.6	80000	307979662	924700958	0.280728	1426614604.947088	1426614604.666352	12488	12804
0.99	0.6	80000	307970721	924700942	0.280067	1426613309.939497	1426613309.659422	12488	12804
0.99	0.6	80000	307979159	924700955	0.279892	1426613958.880769	1426613958.600869	12488	12804
0.99	0.6	80000	307979847	924700958	0.280251	1426614607.89218	1426614607.611921	12488	12804
0.9	0.6	80000	307979022	924700955	0.279473	1426613308.485309	1426613308.205828	12488	12804
0.9	0.6	80000	307976576	924700952	0.279955	1426613957.408134	1426613957.128171	12488	12804
0.9	0.6	80000	307980385	924700947	0.28119	1426614606.418177	1426614606.136978	12488	12804
0.3	0.7	80000	344715718	1034920398	0.391897	1426613311.510277	1426613311.118372	13500	13788
0.3	0.7	80000	344705507	1034920395	0.315103	1426613960.386023	1426613960.070912	13500	13788
0.8	0.2	100000	158920311	479220143	0.140813	1426614631.433994	1426614631.293174	7508	8428
0.3	0.8	100000	498390457	1497287138	0.463064	1426614680.640107	1426614680.177035	18412	20388
0.3	0.7	80000	344704555	1034920394	0.315195	1426614609.399323	1426614609.08412	13500	13788
0.5	0.7	80000	344703482	1034920393	0.314869	1426613312.978099	1426613312.663222	13500	13788
0.5	0.7	80000	344713778	1034920390	0.315833	1426613961.866716	1426613961.550875	13500	13788
0.5	0.7	80000	344707698	1034920394	0.315371	1426614610.882689	1426614610.56731	13500	13788
0.7	0.7	80000	344707695	1034920399	0.314718	1426613314.461696	1426613314.14697	13500	13788
0.7	0.7	80000	344710601	1034920397	0.315621	1426613963.361959	1426613963.04633	13500	13788
0.7	0.7	80000	344704810	1034920395	0.314932	1426614612.382017	1426614612.067078	13500	13788
0.8	0.7	80000	344701661	1034920395	0.31481	1426613315.966749	1426613315.651931	13500	13788
0.8	0.7	80000	344714648	1034920393	0.315283	1426613964.878766	1426613964.563476	13500	13788
0.8	0.7	80000	344709632	1034920396	0.314986	1426614613.885669	1426614613.570676	13500	13788
0.5	0.8	100000	498384327	1497287132	0.459567	1426613384.36843	1426613383.908855	18412	20388
0.99	0.7	80000	344702748	1034920394	0.31467	1426613318.963352	1426613318.648673	13500	13788
0.99	0.7	80000	344710390	1034920401	0.315319	1426613967.903337	1426613967.588009	13500	13788
0.99	0.7	80000	344706149	1034920391	0.315101	1426614616.905936	1426614616.590826	13500	13788
0.9	0.7	80000	344707361	1034920396	0.314571	1426613317.463589	1426613317.14901	13500	13788
0.9	0.7	80000	344706804	1034920395	0.314907	1426613966.392058	1426613966.077142	13500	13788
0.9	0.7	80000	344708398	1034920390	0.315035	1426614615.390897	1426614615.075854	13500	13788
0.3	0.8	80000	388413239	1168597222	0.405606	1426613320.570886	1426613320.165272	14768	16196
0.3	0.8	80000	388399709	1168597169	0.355434	1426613969.462742	1426613969.1073	14768	16196
0.3	0.8	80000	388401488	1168597168	0.354567	1426614618.47965	1426614618.125074	14768	16196
0.5	0.8	80000	388392768	1168597168	0.35468	1426613322.09426	1426613321.739571	14768	16196
0.5	0.8	100000	498381276	1497287131	0.461503	1426614033.223281	1426614032.76177	18412	20388
0.5	0.8	80000	388398870	1168597171	0.35627	1426613970.990417	1426613970.634138	14768	16196
0.5	0.8	80000	388400384	1168597169	0.355355	1426614620.01267	1426614619.657306	14768	16196
0.7	0.8	80000	388396201	1168597172	0.355163	1426613323.624874	1426613323.269703	14768	16196
0.7	0.8	80000	388399527	1168597166	0.355036	1426613972.532101	1426613972.177058	14768	16196
0.7	0.8	80000	388401735	1168597168	0.356149	1426614621.548354	1426614621.192197	14768	16196
0.8	0.8	80000	388391482	1168597169	0.355262	1426613325.166857	1426613324.811588	14768	16196
0.8	0.8	80000	388396582	1168597168	0.354844	1426613974.078967	1426613973.724114	14768	16196
0.8	0.8	80000	388395434	1168597170	0.355406	1426614623.09933	1426614622.743916	14768	16196
0.99	0.8	80000	388395974	1168597162	0.35522	1426613328.264097	1426613327.908869	14768	16196
0.99	0.8	80000	388404832	1168597168	0.355087	1426613977.183171	1426613976.828076	14768	16196
0.5	0.8	100000	498383288	1497287132	0.461087	1426614682.302361	1426614681.841265	18412	20388
0.99	0.8	80000	388403934	1168597166	0.355226	1426614626.226936	1426614625.871702	14768	16196
0.9	0.8	80000	388392922	1168597170	0.354366	1426613326.715344	1426613326.36097	14768	16196
0.9	0.8	80000	388402983	1168597159	0.35478	1426613975.635769	1426613975.280981	14768	16196
0.9	0.8	80000	388406511	1168597169	0.354927	1426614624.662289	1426614624.307355	14768	16196
0.7	0.8	100000	498379899	1497287134	0.46145	1426613386.034602	1426613385.573144	18412	20388
0.7	0.8	100000	498386040	1497287133	0.463285	1426614034.898413	1426614034.435119	18412	20388
0.7	0.8	100000	498382084	1497287133	0.460522	1426614683.974761	1426614683.514232	18412	20388
0.8	0.8	100000	498383288	1497287132	0.463505	1426613387.712161	1426613387.248648	18412	20388
0.8	0.8	100000	498381660	1497287129	0.460418	1426614036.590477	1426614036.130051	18412	20388
0.8	0.8	100000	498387013	1497287136	0.461936	1426614685.666114	1426614685.20417	18412	20388
0.99	0.2	100000	158916633	479220148	0.139944	1426613336.069718	1426613335.929766	7508	8428
0.99	0.8	100000	498389818	1497287131	0.461284	1426613391.082038	1426613390.620745	18412	20388
0.99	0.8	100000	498390108	1497287135	0.461563	1426614039.964344	1426614039.502772	18412	20388
0.99	0.8	100000	498385180	1497287135	0.461264	1426614689.037277	1426614688.576005	18412	20388
0.9	0.8	100000	498379508	1497287135	0.460888	1426613389.390792	1426613388.929896	18412	20388
0.9	0.8	100000	498388846	1497287137	0.461164	1426614038.271647	1426614037.810474	18412	20388
0.9	0.8	100000	498388843	1497287136	0.461453	1426614687.348888	1426614686.887426	18412	20388
0.3	0.2	200000	315265076	939840961	0.320694	1426613392.637663	1426613392.31696	14568	14640
0.3	0.2	200000	315255171	939840954	0.281365	1426614041.48728	1426614041.205907	14568	14640
0.3	0.2	200000	315257381	939840950	0.281659	1426614690.576239	1426614690.294571	14568	14640
0.5	0.2	200000	315251425	939840955	0.281448	1426613394.082736	1426613393.801279	14568	14640
0.99	0.2	100000	158920324	479220148	0.140515	1426613984.952035	1426613984.811513	7508	8428
0.5	0.2	200000	315254706	939840953	0.281281	1426614042.930591	1426614042.649301	14568	14640
0.5	0.2	200000	315251839	939840957	0.2815	1426614692.029731	1426614691.748222	14568	14640
0.7	0.2	200000	315249615	939840954	0.281329	1426613395.53759	1426613395.256253	14568	14640
0.7	0.2	200000	315254111	939840954	0.281369	1426614044.388954	1426614044.107578	14568	14640
0.7	0.2	200000	315255063	939840954	0.28148	1426614693.48443	1426614693.202941	14568	14640
0.8	0.2	200000	315249624	939840957	0.2812	1426613397.003541	1426613396.722333	14568	14640
0.8	0.2	200000	315258728	939840961	0.281472	1426614045.860716	1426614045.579236	14568	14640
0.8	0.2	200000	315252259	939840955	0.281593	1426614694.956395	1426614694.674795	14568	14640
0.99	0.2	200000	315253176	939840958	0.282066	1426613399.972607	1426613399.690533	14568	14640
0.99	0.2	200000	315255862	939840952	0.28079	1426614048.812535	1426614048.531737	14568	14640
0.99	0.2	100000	158922004	479220143	0.141063	1426614634.010485	1426614633.869413	7508	8428
0.99	0.2	200000	315253394	939840953	0.281498	1426614697.92334	1426614697.641833	14568	14640
0.9	0.2	200000	315253678	939840955	0.28111	1426613398.475746	1426613398.194628	14568	14640
0.9	0.2	200000	315258271	939840950	0.281225	1426614047.333598	1426614047.052365	14568	14640
0.9	0.2	200000	315255504	939840956	0.281926	1426614696.436252	1426614696.154317	14568	14640
0.3	0.3	200000	460690242	1372253280	0.465405	1426613401.645342	1426613401.179929	19936	20704
0.3	0.3	200000	460674909	1372253276	0.417057	1426614050.441519	1426614050.024454	19936	20704
0.3	0.3	200000	460681096	1372253275	0.415186	1426614699.549608	1426614699.134413	19936	20704
0.5	0.3	200000	460677966	1372253281	0.416282	1426613403.251277	1426613402.834986	19936	20704
0.5	0.3	200000	460683597	1372253282	0.416009	1426614052.051596	1426614051.635578	19936	20704
0.5	0.3	200000	460676968	1372253275	0.415648	1426614701.161392	1426614700.745736	19936	20704
0.9	0.2	100000	158919577	479220144	0.139816	1426613334.789955	1426613334.650131	7508	8428
0.7	0.3	200000	460679443	1372253282	0.416379	1426613404.889014	1426613404.472627	19936	20704
0.7	0.3	200000	460675177	1372253272	0.416511	1426614053.674294	1426614053.257775	19936	20704
0.7	0.3	200000	460677975	1372253276	0.416235	1426614702.795732	1426614702.379489	19936	20704
0.8	0.3	200000	460679106	1372253277	0.415561	1426613406.536326	1426613406.120756	19936	20704
0.8	0.3	200000	460686958	1372253271	0.416637	1426614055.324083	1426614054.907437	19936	20704
0.8	0.3	200000	460685556	1372253280	0.415581	1426614704.43902	1426614704.02343	19936	20704
0.99	0.3	200000	460672670	1372253281	0.416921	1426613409.839416	1426613409.422486	19936	20704
0.99	0.3	200000	460688129	1372253272	0.416735	1426614058.64328	1426614058.226537	19936	20704
0.99	0.3	200000	460679648	1372253278	0.419845	1426614707.75789	1426614707.338037	19936	20704
0.9	0.3	200000	460666667	1372253283	0.416053	1426613408.185252	1426613407.76919	19936	20704
0.9	0.2	100000	158921003	479220146	0.140356	1426613983.666555	1426613983.526191	7508	8428
0.9	0.3	200000	460677683	1372253284	0.416686	1426614056.979911	1426614056.563216	19936	20704
0.9	0.3	200000	460687215	1372253281	0.416624	1426614706.090358	1426614705.673726	19936	20704
0.3	0.4	200000	585736881	1742140451	0.6085930000000001	1426613411.712066	1426613411.103464	24408	24980
0.3	0.4	200000	585719749	1742140455	0.543005	1426614060.448766	1426614059.905752	24408	24980
0.3	0.4	200000	585733416	1742140455	0.538892	1426614709.563768	1426614709.024867	24408	24980
0.5	0.4	200000	585719758	1742140446	0.53923	1426613413.460491	1426613412.921252	24408	24980
0.5	0.4	200000	585722033	1742140457	0.539665	1426614062.209625	1426614061.669946	24408	24980
0.5	0.4	200000	585721595	1742140453	0.53869	1426614711.312764	1426614710.774066	24408	24980
0.7	0.4	200000	585722427	1742140453	0.538898	1426613415.231649	1426613414.692742	24408	24980
0.7	0.4	200000	585734929	1742140450	0.539729	1426614063.982767	1426614063.443028	24408	24980
0.9	0.2	100000	158921870	479220148	0.14036	1426614632.719409	1426614632.579042	7508	8428
0.7	0.4	200000	585733733	1742140449	0.539557	1426614713.085074	1426614712.545508	24408	24980
0.8	0.4	200000	585712587	1742140454	0.539508	1426613417.024833	1426613416.485316	24408	24980
0.8	0.4	200000	585717894	1742140450	0.538845	1426614065.776145	1426614065.23729	24408	24980
0.8	0.4	200000	585720089	1742140468	0.554875	1426614714.894418	1426614714.339534	24408	24980
0.99	0.4	200000	585732043	1742140492	0.539562	1426613420.65773	1426613420.11816	24408	24980
0.99	0.4	200000	585723556	1742140448	0.539279	1426614069.401282	1426614068.861996	24408	24980
0.99	0.4	200000	585723118	1742140455	0.538981	1426614718.526113	1426614717.987123	24408	24980
0.9	0.4	200000	585717573	1742140451	0.539957	1426613418.833731	1426613418.293765	24408	24980
0.9	0.4	200000	585719960	1742140457	0.539873	1426614067.583264	1426614067.043382	24408	24980
0.9	0.4	200000	585729616	1742140462	0.539853	1426614716.699851	1426614716.159989	24408	24980
0.3	0.3	100000	221565440	665866689	0.237513	1426613337.456379	1426613337.218858	10020	10380
0.3	0.5	200000	705759107	2098655971	0.72014	1426613422.665497	1426613421.945348	28192	29308
0.3	0.5	200000	705746336	2098655972	0.659819	1426614071.345844	1426614070.686016	28192	29308
0.3	0.5	200000	705734909	2098655964	0.65626	1426614720.466718	1426614719.81045	28192	29308
0.5	0.5	200000	705749249	2098655971	0.658449	1426613424.55575	1426613423.897291	28192	29308
0.5	0.5	200000	705755650	2098655971	0.659026	1426614073.239272	1426614072.580236	28192	29308
0.5	0.5	200000	705736009	2098655975	0.659004	1426614722.369988	1426614721.710975	28192	29308
0.7	0.5	200000	705734783	2098655978	0.658514	1426613426.477051	1426613425.818528	28192	29308
0.7	0.5	200000	705746633	2098655978	0.658987	1426614075.164175	1426614074.505179	28192	29308
0.7	0.5	200000	705742295	2098655968	0.658491	1426614724.299874	1426614723.641373	28192	29308
0.8	0.5	200000	705747202	2098655973	0.658637	1426613428.413371	1426613427.754725	28192	29308
0.3	0.3	100000	221565418	665866690	0.19779	1426613986.309316	1426613986.111518	10020	10380
0.8	0.5	200000	705748405	2098655974	0.6591089999999999	1426614077.115674	1426614076.456556	28192	29308
0.8	0.5	200000	705741501	2098655971	0.658362	1426614726.251238	1426614725.592867	28192	29308
0.99	0.5	200000	705734476	2098655968	0.658035	1426613432.329769	1426613431.671724	28192	29308
0.99	0.5	200000	705739997	2098655976	0.6605	1426614081.051858	1426614080.39135	28192	29308
0.99	0.5	200000	705736184	2098655974	0.656048	1426614730.195043	1426614729.538986	28192	29308
0.9	0.5	200000	705747235	2098655967	0.658388	1426613430.36614	1426613429.707742	28192	29308
0.9	0.5	200000	705745715	2098655980	0.659009	1426614079.078315	1426614078.419297	28192	29308
0.9	0.5	200000	705735829	2098655966	0.658455	1426614728.215085	1426614727.556621	28192	29308
0.3	0.6	200000	831812397	2477937630	0.84679	1426613434.480446	1426613433.633647	32212	35876
0.3	0.6	200000	831799509	2477937626	0.785683	1426614083.154438	1426614082.368746	32212	35876
0.3	0.2	100000	158922609	479220144	0.140964	1426614627.586236	1426614627.445264	7508	8428
0.3	0.3	100000	221566406	665866688	0.198329	1426614635.363685	1426614635.165347	10020	10380
0.3	0.6	200000	831804099	2477937623	0.78812	1426614732.298149	1426614731.51002	32212	35876
0.5	0.6	200000	831783078	2477937626	0.78507	1426613436.544353	1426613435.759273	32212	35876
0.5	0.6	200000	831790714	2477937627	0.785086	1426614085.222631	1426614084.437536	32212	35876
0.5	0.6	200000	831789264	2477937621	0.784946	1426614734.370242	1426614733.585286	32212	35876
0.7	0.6	200000	831797925	2477937625	0.785042	1426613438.632135	1426613437.847084	32212	35876
0.7	0.6	200000	831799105	2477937628	0.784816	1426614087.314635	1426614086.529809	32212	35876
0.7	0.6	200000	831801822	2477937631	0.785814	1426614736.471172	1426614735.685349	32212	35876
0.8	0.6	200000	831787364	2477937632	0.78574	1426613440.745377	1426613439.959629	32212	35876
0.8	0.6	200000	831793261	2477937629	0.7857189999999999	1426614089.434895	1426614088.649167	32212	35876
0.8	0.6	200000	831795218	2477937623	0.780712	1426614738.609329	1426614737.828608	32212	35876
0.5	0.3	100000	221563780	665866691	0.197656	1426613338.79006	1426613338.592395	10020	10380
0.99	0.6	200000	831789148	2477937620	0.78676	1426613445.066848	1426613444.280079	32212	35876
0.99	0.6	200000	831804485	2477937629	0.786031	1426614093.720595	1426614092.934554	32212	35876
0.99	0.6	200000	831806402	2477937628	0.785042	1426614742.905932	1426614742.12088	32212	35876
0.9	0.6	200000	831792221	2477937625	0.784803	1426613442.907206	1426613442.122394	32212	35876
0.9	0.6	200000	831792061	2477937628	0.786185	1426614091.572231	1426614090.786037	32212	35876
0.9	0.6	200000	831798107	2477937616	0.785808	1426614740.744375	1426614739.958559	32212	35876
0.3	0.7	200000	932385814	2775561506	0.9574549999999999	1426613447.402527	1426613446.445063	34580	37952
0.3	0.7	200000	932373025	2775561522	0.893257	1426614096.00429	1426614095.111024	34580	37952
0.3	0.7	200000	932367214	2775561505	0.892389	1426614745.193565	1426614744.301166	34580	37952
0.5	0.7	200000	932347659	2775561511	0.891359	1426613449.556044	1426613448.664675	34580	37952
0.5	0.3	100000	221568012	665866691	0.198569	1426613987.646554	1426613987.447977	10020	10380
0.5	0.7	200000	932363260	2775561504	0.891953	1426614098.162864	1426614097.270903	34580	37952
0.5	0.7	200000	932355867	2775561512	0.893391	1426614747.359917	1426614746.466517	34580	37952
0.7	0.7	200000	932372187	2775561510	0.892075	1426613451.744742	1426613450.852658	34580	37952
0.7	0.7	200000	932363910	2775561509	0.893458	1426614100.359303	1426614099.465835	34580	37952
0.7	0.7	200000	932359798	2775561513	0.892413	1426614749.553963	1426614748.66154	34580	37952
0.8	0.7	200000	932360279	2775561511	0.892073	1426613453.952556	1426613453.060473	34580	37952
0.8	0.7	200000	932369796	2775561507	0.892266	1426614102.571676	1426614101.679402	34580	37952
0.8	0.7	200000	932363143	2775561518	0.892422	1426614751.769679	1426614750.877248	34580	37952
0.99	0.7	200000	932356780	2775561500	0.892321	1426613458.424499	1426613457.532168	34580	37952
0.99	0.7	200000	932377016	2775561507	0.892344	1426614107.058173	1426614106.16582	34580	37952
0.5	0.3	100000	221567070	665866689	0.198201	1426614636.710726	1426614636.512517	10020	10380
0.99	0.7	200000	932377313	2775561507	0.893149	1426614756.260129	1426614755.366972	34580	37952
0.9	0.7	200000	932364214	2775561517	0.893145	1426613456.187671	1426613455.294516	34580	37952
0.9	0.7	200000	932373826	2775561505	0.891898	1426614104.80502	1426614103.913112	34580	37952
0.9	0.7	200000	932357698	2775561508	0.891668	1426614753.995454	1426614753.103776	34580	37952
0.3	0.8	200000	993556603	2950714826	1.0149	1426613460.782075	1426613459.767166	35904	36856
0.3	0.8	200000	993508107	2950714359	0.960655	1426614109.367294	1426614108.406629	35904	36856
0.3	0.8	200000	993521944	2950714358	0.9594240000000001	1426614758.586811	1426614757.627377	35904	36856
0.5	0.8	200000	993503334	2950714364	0.959741	1426613463.036134	1426613462.076383	35904	36856
0.5	0.8	200000	993502738	2950714369	0.960719	1426614111.622841	1426614110.662112	35904	36856
0.5	0.8	200000	993525147	2950714355	0.960016	1426614760.846799	1426614759.886773	35904	36856
0.7	0.3	100000	221566799	665866690	0.197308	1426613340.134309	1426613339.936993	10020	10380
0.7	0.8	200000	993507093	2950714374	0.9598	1426613465.328405	1426613464.368595	35904	36856
0.7	0.8	200000	993709798	2950714622	0.978796	1426614114.297324	1426614113.31847	32948	36856
0.7	0.8	200000	993510459	2950714367	0.957807	1426614763.139678	1426614762.181861	35904	36856
0.8	0.8	200000	993504993	2950714363	0.959607	1426613467.655555	1426613466.69594	35904	36856
0.8	0.8	200000	993525578	2950714366	0.961195	1426614116.752658	1426614115.791454	35904	36856
